thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.2361111111111111)],[np.float64(-0.412962962962963)],[1],[0],[0],[1.9233809000002111],['target'],10,0,10,0,22.00681610000038,,5,21.99919680000039,22.00681610000038,22.00681610000038,0.009290499999679014,23.922643900000367,[np.float64(0.2361111111111111)],[np.float64(-0.412962962962963)],[1],[0],[0],[1.9233809000002111],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
11,0,11,[np.float64(-0.42407407407407405)],[np.float64(0.42592592592592593)],[1],[0],[0],[2.025347700000111],['target'],11,0,11,0,23.9390542000001,,5,23.931040100000246,23.9390542000001,23.9390542000001,0.008296199999676901,25.956464300000334,[np.float64(-0.42407407407407405)],[np.float64(0.42592592592592593)],[1],[0],[0],[2.025347700000111],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
12,0,12,[np.float64(-0.4759259259259259)],[np.float64(-0.06111111111111111)],[1],[0],[0],[2.740898400000333],['target'],12,0,12,0,25.97263750000002,,5,25.965116300000318,25.97263750000002,25.97263750000002,0.00857480000013311,28.706085000000257,[np.float64(-0.4759259259259259)],[np.float64(-0.06111111111111111)],[1],[0],[0],[2.740898400000333],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
13,0,13,[np.float64(-0.2777777777777778)],[np.float64(0.2611111111111111)],[1],[0],[0],[2.081079099999897],['target'],13,0,13,0,28.73527090000016,,10,28.725039500000094,28.73527090000016,28.73527090000016,0.018855600000279082,30.806195200000275,[np.float64(-0.2777777777777778)],[np.float64(0.2611111111111111)],[1],[0],[0],[2.081079099999897],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
14,0,14,[np.float64(-0.4101851851851852)],[np.float64(0.24537037037037038)],[1],[0],[0],[1.7429919000001064],['target'],14,0,14,0,30.823120400000334,,5,30.81518720000031,30.823120400000334,30.823120400000334,0.008863900000051217,32.558251400000245,[np.float64(-0.4101851851851852)],[np.float64(0.24537037037037038)],[1],[0],[0],[1.7429919000001064],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
15,0,15,[np.float64(-0.11574074074074074)],[np.float64(0.48148148148148145)],[1],[0],[0],[4.76403210000035],['target'],15,0,15,0,32.58668320000015,,10,32.576088300000265,32.58668320000015,32.58668320000015,0.017739800000072137,37.340196200000264,[np.float64(-0.11574074074074074)],[np.float64(0.48148148148148145)],[1],[0],[0],[4.76403210000035],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
16,0,16,[np.float64(0.018518518518518517)],[np.float64(0.25833333333333336)],[1],[0],[0],[3.708197899999959],['target'],16,0,16,0,37.35651460000008,,5,37.3488883,37.35651460000008,37.35651460000008,0.008566700000301353,41.05715220000002,[np.float64(0.018518518518518517)],[np.float64(0.25833333333333336)],[1],[0],[0],[3.708197899999959],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
17,0,17,[np.float64(0.3490740740740741)],[np.float64(0.010185185185185186)],[1],[0],[0],[3.082611099999667],['target'],17,0,17,0,41.08444940000027,,10,41.07439270000032,41.08444940000027,41.08444940000027,0.01714540000011766,44.15707280000015,[np.float64(0.3490740740740741)],[np.float64(0.010185185185185186)],[1],[0],[0],[3.082611099999667],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
18,0,18,[np.float64(-0.2074074074074074)],[np.float64(-0.46574074074074073)],[1],[0],[0],[3.8312698999998247],['target'],18,0,18,0,44.18540470000016,,10,44.17498220000016,44.18540470000016,44.18540470000016,0.01778599999988728,48.00631560000011,[np.float64(-0.2074074074074074)],[np.float64(-0.46574074074074073)],[1],[0],[0],[3.8312698999998247],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
19,0,19,[np.float64(0.49166666666666664)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.8592886999999791],['target'],19,0,19,0,48.02285800000027,,5,48.014686299999994,48.02285800000027,48.02285800000027,0.008249699999851146,49.87404630000037,[np.float64(0.49166666666666664)],[np.float64(-0.09444444444444444)],[1],[0],[0],[1.8592886999999791],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
20,0,20,[np.float64(-0.2212962962962963)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.4159442000000126],['target'],20,0,20,0,49.90112910000016,,10,49.89091460000009,49.90112910000016,49.90112910000016,0.016772900000432855,51.30696490000037,[np.float64(-0.2212962962962963)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.4159442000000126],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
21,0,21,[np.float64(-0.023148148148148147)],[np.float64(0.28425925925925927)],[1],[0],[0],[1.5833585000000312],[None],21,0,21,0,51.33471810000037,,10,51.324257200000375,51.33471810000037,51.33471810000037,0.017069200000150886,52.90767960000039,[np.float64(-0.023148148148148147)],[np.float64(0.28425925925925927)],[1],[0],[0],[1.5833585000000312],[None],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
22,0,22,[np.float64(0.24722222222222223)],[np.float64(0.22685185185185186)],[1],[0],[0],[1.9147216999999728],['target'],22,0,22,0,52.9360971000001,,10,52.925414100000125,52.9360971000001,52.9360971000001,0.017593699999906676,54.84020240000018,[np.float64(0.24722222222222223)],[np.float64(0.22685185185185186)],[1],[0],[0],[1.9147216999999728],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
23,0,23,[np.float64(0.019444444444444445)],[np.float64(-0.48148148148148145)],[1],[0],[0],[2.1327156000002105],[None],23,0,23,0,54.86825220000037,,10,54.85767810000016,54.86825220000037,54.86825220000037,0.017360399999688525,56.99045909999995,[np.float64(0.019444444444444445)],[np.float64(-0.48148148148148145)],[1],[0],[0],[2.1327156000002105],[None],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
24,0,24,[np.float64(0.17314814814814813)],[np.float64(-0.1638888888888889)],[1],[0],[0],[2.1497699999999895],['target'],24,0,24,0,57.01724100000001,,10,57.007586100000026,57.01724100000001,57.01724100000001,0.01700650000020687,59.1574284000003,[np.float64(0.17314814814814813)],[np.float64(-0.1638888888888889)],[1],[0],[0],[2.1497699999999895],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
25,0,25,[np.float64(0.020370370370370372)],[np.float64(-0.011111111111111112)],[1],[0],[0],[1.8076940000000832],[None],25,0,25,0,59.17469280000023,,5,59.16600890000018,59.17469280000023,59.17469280000023,0.008452899999610963,60.97377140000026,[np.float64(0.020370370370370372)],[np.float64(-0.011111111111111112)],[1],[0],[0],[1.8076940000000832],[None],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
26,0,26,[np.float64(-0.35648148148148145)],[np.float64(-0.4324074074074074)],[1],[0],[0],[3.0657554999997956],['target'],26,0,26,0,61.00219610000022,,10,60.991576200000054,61.00219610000022,61.00219610000022,0.01770540000006804,64.05739510000012,[np.float64(-0.35648148148148145)],[np.float64(-0.4324074074074074)],[1],[0],[0],[3.0657554999997956],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
27,0,27,[np.float64(0.07777777777777778)],[np.float64(-0.19814814814814816)],[1],[0],[0],[3.5905760000000555],['target'],27,0,27,0,64.0740536000003,,5,64.06648059999998,64.0740536000003,64.0740536000003,0.008962899999914953,67.65711200000032,[np.float64(0.07777777777777778)],[np.float64(-0.19814814814814816)],[1],[0],[0],[3.5905760000000555],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
28,0,28,[np.float64(0.19907407407407407)],[np.float64(0.13333333333333333)],[1],[0],[0],[3.2655259999996815],['target'],28,0,28,0,67.68526169999996,,10,67.67469950000032,67.68526169999996,67.68526169999996,0.017503100000340055,70.94032860000016,[np.float64(0.19907407407407407)],[np.float64(0.13333333333333333)],[1],[0],[0],[3.2655259999996815],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
29,0,29,[np.float64(-0.26944444444444443)],[np.float64(0.03148148148148148)],[1],[0],[0],[2.0327784000000975],['target'],29,0,29,0,70.96834310000031,,10,70.9583147000003,70.96834310000031,70.96834310000031,0.017769999999927677,72.99115830000028,[np.float64(-0.26944444444444443)],[np.float64(0.03148148148148148)],[1],[0],[0],[2.0327784000000975],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
30,0,30,[np.float64(-0.1638888888888889)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.690653199999815],['target'],30,0,30,0,73.00719440000012,,5,73.00006470000017,73.00719440000012,73.00719440000012,0.008785900000020774,76.69078590000026,[np.float64(-0.1638888888888889)],[np.float64(0.40925925925925927)],[1],[0],[0],[3.690653199999815],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
31,0,31,[np.float64(0.18888888888888888)],[np.float64(0.09907407407407408)],[1],[0],[0],[1.9754492999995819],['target'],31,0,31,0,76.70775840000033,,5,76.69955150000033,76.70775840000033,76.70775840000033,0.008665599999858387,78.67510590000029,[np.float64(0.18888888888888888)],[np.float64(0.09907407407407408)],[1],[0],[0],[1.9754492999995819],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
32,0,32,[np.float64(-0.2518518518518518)],[np.float64(-0.08611111111111111)],[1],[0],[0],[2.59030759999996],['target'],32,0,32,0,78.69114579999996,,5,78.68343340000001,78.69114579999996,78.69114579999996,0.008195100000193634,81.27380840000023,[np.float64(-0.2518518518518518)],[np.float64(-0.08611111111111111)],[1],[0],[0],[2.59030759999996],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
33,0,33,[np.float64(0.16666666666666666)],[np.float64(0.17592592592592593)],[1],[0],[0],[3.5918140999997377],['target'],33,0,33,0,81.29105860000027,,5,81.28306820000034,81.29105860000027,81.29105860000027,0.009161699999822304,84.87495000000035,[np.float64(0.16666666666666666)],[np.float64(0.17592592592592593)],[1],[0],[0],[3.5918140999997377],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
34,0,34,[np.float64(-0.3425925925925926)],[np.float64(0.39814814814814814)],[1],[0],[0],[4.04083589999982],['target'],34,0,34,0,84.8912422000003,,5,84.8832795000003,84.8912422000003,84.8912422000003,0.008231099999647995,88.92417560000013,[np.float64(-0.3425925925925926)],[np.float64(0.39814814814814814)],[1],[0],[0],[4.04083589999982],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
35,0,35,[np.float64(0.3888888888888889)],[np.float64(0.1)],[1],[0],[0],[2.3830877999998847],['target'],35,0,35,0,88.95178990000022,,10,88.94148220000034,88.95178990000022,88.95178990000022,0.017216600000210747,91.32463510000025,[np.float64(0.3888888888888889)],[np.float64(0.1)],[1],[0],[0],[2.3830877999998847],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
36,0,36,[np.float64(0.3314814814814815)],[np.float64(-0.07314814814814814)],[1],[0],[0],[1.8579924000000574],['target'],36,0,36,0,91.34143810000023,,5,91.33341250000012,91.34143810000023,91.34143810000023,0.008653500000036729,93.19147120000025,[np.float64(0.3314814814814815)],[np.float64(-0.07314814814814814)],[1],[0],[0],[1.8579924000000574],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
37,0,37,[np.float64(-0.17962962962962964)],[np.float64(-0.15185185185185185)],[1],[0],[0],[2.7482420999999704],['target'],37,0,37,0,93.22039740000037,,10,93.20988100000022,93.22039740000037,93.22039740000037,0.018309300000055373,95.95819160000019,[np.float64(-0.17962962962962964)],[np.float64(-0.15185185185185185)],[1],[0],[0],[2.7482420999999704],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
38,0,38,[np.float64(0.43425925925925923)],[np.float64(0.4111111111111111)],[1],[0],[0],[2.057703500000116],['target'],38,0,38,0,95.97523950000004,,5,95.96713399999999,95.97523950000004,95.97523950000004,0.008817200000066805,98.02489760000026,[np.float64(0.43425925925925923)],[np.float64(0.4111111111111111)],[1],[0],[0],[2.057703500000116],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
39,0,39,[np.float64(0.16111111111111112)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.1731340000001182],['target'],39,0,39,0,98.04164280000032,,5,98.03367920000028,98.04164280000032,98.04164280000032,0.008690000000115106,100.20688040000005,[np.float64(0.16111111111111112)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.1731340000001182],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
40,0,40,[np.float64(0.25277777777777777)],[np.float64(0.4675925925925926)],[1],[0],[0],[5.776045500000237],['target'],40,0,40,0,100.2232425000002,,5,100.21548830000029,100.2232425000002,100.2232425000002,0.008520100000168895,105.99159910000026,[np.float64(0.25277777777777777)],[np.float64(0.4675925925925926)],[1],[0],[0],[5.776045500000237],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
41,0,41,[np.float64(0.23148148148148148)],[np.float64(-0.2796296296296296)],[1],[0],[0],[4.081267800000205],['target'],41,0,41,0,106.0202263000001,,10,106.00975550000021,106.0202263000001,106.0202263000001,0.018060899999909452,110.09108530000003,[np.float64(0.23148148148148148)],[np.float64(-0.2796296296296296)],[1],[0],[0],[4.081267800000205],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
42,0,42,[np.float64(0.25)],[np.float64(-0.4101851851851852)],[1],[0],[0],[3.4493031000001793],['target'],42,0,42,0,110.12003200000026,,10,110.10987260000002,110.12003200000026,110.12003200000026,0.01866810000001351,113.5592413000004,[np.float64(0.25)],[np.float64(-0.4101851851851852)],[1],[0],[0],[3.4493031000001793],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
43,0,43,[np.float64(-0.28888888888888886)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.9401056000001518],['target'],43,0,43,0,113.57538090000025,,5,113.56761300000016,113.57538090000025,113.57538090000025,0.00825040000017907,115.50778119999995,[np.float64(-0.28888888888888886)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.9401056000001518],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
44,0,44,[np.float64(0.06851851851851852)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.133313000000271],['target'],44,0,44,0,115.53597979999995,,10,115.52492040000016,115.53597979999995,115.53597979999995,0.017048400000021502,117.65829880000001,[np.float64(0.06851851851851852)],[np.float64(-0.29444444444444445)],[1],[0],[0],[2.133313000000271],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
45,0,45,[np.float64(-0.06574074074074074)],[np.float64(-0.09907407407407408)],[1],[0],[0],[2.4331388000000516],['target'],45,0,45,0,117.68580220000013,,10,117.67554710000013,117.68580220000013,117.68580220000013,0.017086700000163546,120.10875090000036,[np.float64(-0.06574074074074074)],[np.float64(-0.09907407407407408)],[1],[0],[0],[2.4331388000000516],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
46,0,46,[np.float64(0.17037037037037037)],[np.float64(-0.009259259259259259)],[1],[0],[0],[2.665114899999935],['target'],46,0,46,0,120.1368650000004,,10,120.12645930000008,120.1368650000004,120.1368650000004,0.017589000000043598,122.79164470000023,[np.float64(0.17037037037037037)],[np.float64(-0.009259259259259259)],[1],[0],[0],[2.665114899999935],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
47,0,47,[np.float64(0.11018518518518519)],[np.float64(0.06666666666666667)],[1],[0],[0],[2.816259600000194],['target'],47,0,47,0,122.81933449999997,,10,122.80885410000019,122.81933449999997,122.81933449999997,0.017087700000047334,125.6251798000003,[np.float64(0.11018518518518519)],[np.float64(0.06666666666666667)],[1],[0],[0],[2.816259600000194],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
48,0,48,[np.float64(-0.10277777777777777)],[np.float64(0.2953703703703704)],[1],[0],[0],[1.9740914999997585],['target'],48,0,48,0,125.64168430000018,,5,125.63415770000029,125.64168430000018,125.64168430000018,0.008850100000017846,127.60831350000035,[np.float64(-0.10277777777777777)],[np.float64(0.2953703703703704)],[1],[0],[0],[1.9740914999997585],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
49,0,49,[np.float64(-0.011111111111111112)],[np.float64(-0.3175925925925926)],[1],[0],[0],[2.9160406000000876],['target'],49,0,49,0,127.63535060000004,,10,127.62536790000013,127.63535060000004,127.63535060000004,0.016962100000000646,130.5414748000003,[np.float64(-0.011111111111111112)],[np.float64(-0.3175925925925926)],[1],[0],[0],[2.9160406000000876],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
50,0,50,[np.float64(-0.29259259259259257)],[np.float64(0.23425925925925925)],[1],[0],[0],[2.5911809000003814],['target'],50,0,50,0,130.55871030000026,,5,130.55039940000006,130.55871030000026,130.55871030000026,0.008798900000329013,133.1416446000003,[np.float64(-0.29259259259259257)],[np.float64(0.23425925925925925)],[1],[0],[0],[2.5911809000003814],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
51,0,51,[np.float64(-0.49722222222222223)],[np.float64(0.2601851851851852)],[1],[0],[0],[5.331811200000175],['target'],51,0,51,0,133.16983340000024,,10,133.15987630000018,133.16983340000024,133.16983340000024,0.01814329999979236,138.49176239999997,[np.float64(-0.49722222222222223)],[np.float64(0.2601851851851852)],[1],[0],[0],[5.331811200000175],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
52,0,52,[np.float64(0.19074074074074074)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.1412210999997114],['target'],52,0,52,0,138.50797899999998,,5,138.50036750000027,138.50797899999998,138.50797899999998,0.008496299999933399,140.64165309999998,[np.float64(0.19074074074074074)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.1412210999997114],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
53,0,53,[np.float64(-0.18888888888888888)],[np.float64(-0.017592592592592594)],[1],[0],[0],[2.375173200000063],['target'],53,0,53,0,140.6585086,,5,140.65009420000024,140.6585086,140.6585086,0.008352300000296964,143.02533059999996,[np.float64(-0.18888888888888888)],[np.float64(-0.017592592592592594)],[1],[0],[0],[2.375173200000063],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
54,0,54,[np.float64(-0.3194444444444444)],[np.float64(-0.2351851851851852)],[1],[0],[0],[2.898174800000106],['target'],54,0,54,0,143.05391150000014,,10,143.04347610000013,143.05391150000014,143.05391150000014,0.01805270000022574,145.9417214,[np.float64(-0.3194444444444444)],[np.float64(-0.2351851851851852)],[1],[0],[0],[2.898174800000106],['target'],3,001,2025-09-29_10h24.05.085,Visual_Search_exp,,2025.1.1,59.82847177136802,2025-09-29 10h24.10.676349 +0530,
