pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,routine_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,routine_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.0023988000466488,None,,,,,0,0,0,0,,,,,0.0265905000269413,,0.016522000019904226,0.0265905000269413,1.0111069999984466,1.0111069999984466,1.0111069999984466,1.0111069999984466,1.028526599984616,2.011653200024739,2.011653200024739,3.1649207000155,x,1,1.0023988000466488,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
150,v,1,1,0,v,1,1.3482788000255823,None,,,,,0,1,1,1,,,,,3.173986900015734,,3.1653624000027776,3.173986900015734,4.169115900003817,4.169115900003817,4.169115900003817,4.169115900003817,4.186902099987492,5.169400300015695,5.169400300015695,6.520536300027743,v,1,1.3482788000255823,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
50,c,2,2,0,c,1,0.9978500000433996,None,,,,,0,2,2,2,,,,,6.536594900011551,,6.521002100023907,6.536594900011551,7.521454100031406,7.521454100031406,7.521454100031406,7.521454100031406,7.5380571000278,8.521448799991049,8.521448799991049,9.522455900034402,c,1,0.9978500000433996,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
-150,z,3,3,0,z,1,0.913228599994909,None,,,,,0,3,3,3,,,,,9.536291600030381,,9.522903200006112,9.536291600030381,10.536512700025924,10.536512700025924,10.536512700025924,10.536512700025924,10.536512700025924,11.53827740001725,11.53827740001725,12.454891500005033,z,1,0.913228599994909,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
-50,x,4,0,1,x,1,1.2259463000227697,None,,,,,1,0,4,0,,,,,12.470299899985548,,12.45541019999655,12.470299899985548,13.454730700002983,13.454730700002983,13.454730700002983,13.454730700002983,13.471816200006288,14.453658599988557,14.453658599988557,15.687241600011475,x,1,1.2259463000227697,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
150,v,5,1,1,v,1,1.301290599978529,None,,,,,1,1,5,1,,,,,15.703830200014636,,15.68774740002118,15.703830200014636,16.704810500028543,16.704810500028543,16.704810500028543,16.704810500028543,16.704810500028543,17.68756350001786,17.68756350001786,19.004569399985485,v,1,1.301290599978529,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
50,c,6,2,1,c,1,0.8084263000055216,None,,,,,1,2,6,2,,,,,19.02092989999801,,19.004989100038074,19.02092989999801,20.00479490001453,20.00479490001453,20.00479490001453,20.00479490001453,20.021722100034822,21.016468200017698,21.016468200017698,21.835388400009833,c,1,0.8084263000055216,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
-150,z,7,3,1,z,1,0.6550835999660194,None,,,,,1,3,7,3,,,,,21.850718200032134,,21.836013599997386,21.850718200032134,22.834362099994905,22.834362099994905,22.834362099994905,22.834362099994905,22.85170460003428,23.83479220001027,23.83479220001027,24.501351099985186,z,1,0.6550835999660194,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
-50,x,8,0,2,x,1,0.6328289000084624,None,,,,,2,0,8,0,,,,,24.51634600001853,,24.501783100015018,24.51634600001853,25.50084330001846,25.50084330001846,25.50084330001846,25.50084330001846,25.516644300019834,26.5162757000071,26.5162757000071,27.1502402999904,x,1,0.6328289000084624,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
150,v,9,1,2,v,1,0.6025159999844618,None,,,,,2,1,9,1,,,,,27.166894800029695,,27.15063210000517,27.166894800029695,28.149584700004198,28.149584700004198,28.149584700004198,28.149584700004198,28.167033899982926,29.150413800030947,29.150413800030947,29.767503699986264,v,1,0.6025159999844618,None,,,,,,,,,,,,,,,555,001,2025-10-02_16h29.54.576,Motor_sequence_exp,,2025.1.1,59.9087230510383,2025-10-02 16h30.02.859927 +0530,
