cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
→,0.5,valid,right,9,9,0,right,1,0.4338811999914469,None,0,9,9,0,18.56835190000129,,,,,,,,,18.553094999995665,18.56835190000129,19.06861229999049,19.06861229999049,19.351522800003295,19.66856550000375,19.66856550000375,20.1185928999912,right,1,0.4338811999914469,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,10,0,1,right,1,0.41491690000111703,None,1,0,10,3,20.134617699994124,,,,,,,,,20.119229100004304,20.134617699994124,20.61957650000113,20.61957650000113,20.91981150000356,21.2179604999983,21.2179604999983,21.636409099999582,right,1,0.41491690000111703,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,11,1,1,left,1,0.26034059999801684,None,1,1,11,6,21.651325700004236,,,,,,,,,21.640521699999226,21.651325700004236,22.136352000001352,22.136352000001352,22.435876899995492,22.736350599996513,22.736350599996513,23.002176499998313,left,1,0.26034059999801684,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,-0.5,invalid,left,12,2,1,left,1,0.4188863000017591,None,1,2,12,8,23.018584399993415,,,,,,,,,23.00440510000044,23.018584399993415,23.503376099994057,23.503376099994057,23.802715300000273,24.10276320000412,24.10276320000412,24.536019499995746,left,1,0.4188863000017591,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,13,3,1,left,1,0.47412460000487044,None,1,3,13,1,24.55268549999164,,,,,,,,,24.53834430000279,24.55268549999164,25.03628679999383,25.03628679999383,25.336497399999644,25.653026999993017,25.653026999993017,26.135533699998632,left,1,0.47412460000487044,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,14,4,1,right,1,0.28530139999929816,None,1,4,14,2,26.308852699992713,,,,,,,,,26.299242799999774,26.308852699992713,26.636247699992964,26.636247699992964,26.936036699989927,27.23571449999872,27.23571449999872,27.536379800003488,right,1,0.28530139999929816,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,15,5,1,right,1,0.4133929000090575,None,1,5,15,7,27.551508099990315,,,,,,,,,27.536840699991444,27.551508099990315,28.03719089999504,28.03719089999504,28.336240199991153,28.636760099994717,28.636760099994717,29.052385499991942,right,1,0.4133929000090575,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,16,6,1,left,1,0.2461371999961557,None,1,6,16,5,29.06802289999905,,,,,,,,,29.05464159999974,29.06802289999905,29.553023699991172,29.553023699991172,29.85336280000047,30.153254299992113,30.153254299992113,30.40244019999227,left,1,0.2461371999961557,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,17,7,1,right,1,0.28671770000073593,None,1,7,17,9,30.41835039999569,,,,,,,,,30.402898599990294,30.41835039999569,30.902946899994276,30.902946899994276,31.201895099991816,31.501373799997964,31.501373799997964,31.802756199991563,right,1,0.28671770000073593,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,18,8,1,right,1,0.3949084000050789,None,1,8,18,0,31.818862100000842,,,,,,,,,31.80593790000421,31.818862100000842,32.30176629999187,32.30176629999187,32.618304899995564,32.918200300002354,32.918200300002354,33.3189155,right,1,0.3949084000050789,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,19,9,1,left,1,0.2841613999917172,None,1,9,19,4,33.334853399996064,,,,,,,,,33.32053959999757,33.334853399996064,33.818205599993235,33.818205599993235,34.11866169999121,34.42009309999412,34.42009309999412,34.72054889998981,left,1,0.2841613999917172,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,20,0,2,right,1,0.23131519999878947,None,2,0,20,2,34.73460179999529,,,,,,,,,34.72382369999832,34.73460179999529,35.2368284999975,35.2368284999975,35.520169800001895,35.81954850000329,35.81954850000329,36.05247690000397,right,1,0.23131519999878947,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,21,1,2,left,1,0.3133055000071181,None,2,1,21,5,36.06872179999482,,,,,,,,,36.056059199996525,36.06872179999482,36.55345649999799,36.55345649999799,36.852274499993655,37.15183239999169,37.15183239999169,37.46934219999821,left,1,0.3133055000071181,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,-0.5,invalid,left,22,2,2,left,1,0.4092830000008689,None,2,2,22,8,37.48503270000219,,,,,,,,,37.47179149999283,37.48503270000219,37.970200299998396,37.970200299998396,38.26949140000215,38.57017859999905,38.57017859999905,38.987512299994705,left,1,0.4092830000008689,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,23,3,2,right,1,0.2811673999967752,None,2,3,23,0,39.00214480000432,,,,,,,,,38.98814940000011,39.00214480000432,39.5024296999909,39.5024296999909,39.80264919999172,40.08585740000126,40.08585740000126,40.369577999998,right,1,0.2811673999967752,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,24,4,2,left,1,0.25727309999638237,None,2,4,24,6,40.38548529999389,,,,,,,,,40.37170750000223,40.38548529999389,40.869838500002516,40.869838500002516,41.18692609999562,41.48497999999381,41.48497999999381,41.752736800001,left,1,0.25727309999638237,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,25,5,2,left,1,0.3637192000023788,None,2,5,25,1,41.76902659999905,,,,,,,,,41.753367800003616,41.76902659999905,42.25297889999638,42.25297889999638,42.55338149999443,42.85235400000238,42.85235400000238,43.22008109999297,left,1,0.3637192000023788,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,26,6,2,right,1,0.26616179999837186,None,2,6,26,3,43.235446399994544,,,,,,,,,43.222597400002996,43.235446399994544,43.720253599996795,43.720253599996795,44.03690759999154,44.32011980000243,44.32011980000243,44.60252699999546,right,1,0.26616179999837186,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,27,7,2,right,1,0.37500299999373965,None,2,7,27,9,44.61922389999381,,,,,,,,,44.60475659999065,44.61922389999381,45.102614699993865,45.102614699993865,45.40373449999606,45.70359449999523,45.70359449999523,46.08582279999973,right,1,0.37500299999373965,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,28,8,2,left,1,0.31947740000032354,None,2,8,28,4,46.102402099990286,,,,,,,,,46.086341000001994,46.102402099990286,46.58612949999224,46.58612949999224,46.88667059999716,47.18543699999282,47.18543699999282,47.51943479999318,left,1,0.31947740000032354,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,29,9,2,right,1,0.2266972000070382,None,2,9,29,7,47.536612399999285,,,,,,,,,47.52216259999841,47.536612399999285,48.02038159999938,48.02038159999938,48.319282600001316,48.61983389999659,48.61983389999659,48.85441749999882,right,1,0.2266972000070382,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,30,0,3,right,1,0.2768321999901673,None,3,0,30,7,48.86856760000228,,,,,,,,,48.855084399998304,48.86856760000228,49.353408599999966,49.353408599999966,49.653267699992284,49.969643599994015,49.969643599994015,50.253235800002585,right,1,0.2768321999901673,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,31,1,3,right,1,0.2565008000092348,None,3,1,31,0,50.2699050999945,,,,,,,,,50.25370380000095,50.2699050999945,50.752455399997416,50.752455399997416,51.05334739999671,51.353662699999404,51.353662699999404,51.620757500000764,right,1,0.2565008000092348,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,32,2,3,left,1,0.279829899998731,None,3,2,32,6,51.63582830000087,,,,,,,,,51.62326169999142,51.63582830000087,52.11873809999088,52.11873809999088,52.42046229999687,52.72010969999246,52.72010969999246,53.0027107999922,left,1,0.279829899998731,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,33,3,3,left,1,0.34235500000067987,None,3,3,33,4,53.01868349999131,,,,,,,,,53.003401900001336,53.01868349999131,53.50370839999232,53.50370839999232,53.80354320000333,54.10388569999486,54.10388569999486,54.45423229999142,left,1,0.34235500000067987,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,34,4,3,left,1,0.2970893000019714,None,3,4,34,5,54.46880659999442,,,,,,,,,54.454762800000026,54.46880659999442,54.9522627999977,54.9522627999977,55.25254449999193,55.553663500002585,55.553663500002585,55.85275710000133,left,1,0.2970893000019714,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,35,5,3,right,1,0.3658545999933267,None,3,5,35,9,55.86874019999232,,,,,,,,,55.853275100002065,55.86874019999232,56.35302139999112,56.35302139999112,56.65344949999417,56.953443399994285,56.953443399994285,57.320332100003725,right,1,0.3658545999933267,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,36,6,3,left,1,0.32255670000449754,None,3,6,36,1,57.33533180000086,,,,,,,,,57.320850899996,57.33533180000086,57.81898869998986,57.81898869998986,58.12008280000009,58.42004280000401,58.42004280000401,58.75335610000184,left,1,0.32255670000449754,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,37,7,3,right,1,0.28030790000048,None,3,7,37,2,58.76941199999419,,,,,,,,,58.75618029999896,58.76941199999419,59.252769600003376,59.252769600003376,59.56987619999563,59.85318369999004,59.85318369999004,60.13694209999812,right,1,0.28030790000048,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,38,8,3,right,1,0.29490970000915695,None,3,8,38,3,60.15278319999925,,,,,,,,,60.137471499998355,60.15278319999925,60.63593069999479,60.63593069999479,60.93711800000165,61.23707899999863,61.23707899999863,61.53656759999285,right,1,0.29490970000915695,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,-0.5,invalid,left,39,9,3,left,1,0.30345069999748375,None,3,9,39,8,61.55236010000226,,,,,,,,,61.53715389998979,61.55236010000226,62.037271299996064,62.037271299996064,62.33762069999648,62.636956499991356,62.636956499991356,62.95301539999491,left,1,0.30345069999748375,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,-0.5,invalid,left,40,0,4,left,1,0.385845299999346,None,4,0,40,8,62.96984579999116,,,,,,,,,62.953479699994205,62.96984579999116,63.45361280000361,63.45361280000361,63.75369189999765,64.0544319999899,64.0544319999899,64.45449570000346,left,1,0.385845299999346,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,41,1,4,right,1,0.3226533999986714,None,4,1,41,9,64.4688451999973,,,,,,,,,64.4571614000015,64.4688451999973,64.95406859999639,64.95406859999639,65.26894009999523,65.57044799999858,65.57044799999858,65.90321380000387,right,1,0.3226533999986714,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,42,2,4,right,1,0.29925929999444634,None,4,2,42,3,65.9187760999921,,,,,,,,,65.90542359999381,65.9187760999921,66.40348979999544,66.40348979999544,66.70327030000044,67.00271369999973,67.00271369999973,67.30315680000058,right,1,0.29925929999444634,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,43,3,4,right,1,0.3093373000010615,None,4,3,43,7,67.3192027000041,,,,,,,,,67.30368869999074,67.3192027000041,67.8041957999958,67.8041957999958,68.10216929999297,68.40327319999051,68.40327319999051,68.7206395999965,right,1,0.3093373000010615,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,44,4,4,left,1,0.34440580000227783,None,4,4,44,1,68.7358222999901,,,,,,,,,68.72288800000388,68.7358222999901,69.2370757000026,69.2370757000026,69.5202261999948,69.82074979999743,69.82074979999743,70.17062239999359,left,1,0.34440580000227783,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,45,5,4,right,1,0.27315020000969525,None,4,5,45,0,70.18514590000268,,,,,,,,,70.17415779999283,70.18514590000268,70.67052719999629,70.67052719999629,70.98687979999522,71.2708042000013,71.2708042000013,71.55340930000239,right,1,0.27315020000969525,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,46,6,4,left,1,0.17977490001067054,None,4,6,46,6,71.57054859999334,,,,,,,,,71.55625399999553,71.57054859999334,72.07045269999071,72.07045269999071,72.35386740000104,72.65397369999846,72.65397369999846,72.83754939999199,left,1,0.17977490001067054,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,47,7,4,left,1,0.3352815000107512,None,4,7,47,5,72.85220100000151,,,,,,,,,72.83809389999078,72.85220100000151,73.35250510000333,73.35250510000333,73.63667859999987,73.9369941999903,73.9369941999903,74.28643870000087,left,1,0.3352815000107512,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,48,8,4,left,1,0.34000349999405444,None,4,8,48,4,74.303525299998,,,,,,,,,74.28690219999407,74.303525299998,74.78614070000185,74.78614070000185,75.08701489999657,75.38694909999322,75.38694909999322,75.7366456000018,left,1,0.34000349999405444,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,49,9,4,right,1,0.2580286000011256,None,4,9,49,2,75.75245220000215,,,,,,,,,75.73903939999582,75.75245220000215,76.23588549999113,76.23588549999113,76.537190499992,76.8372159999999,76.8372159999999,77.10332660000131,right,1,0.2580286000011256,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,50,0,5,left,1,0.25122570000530686,None,5,0,50,5,77.1200317999901,,,,,,,,,77.10622909999802,77.1200317999901,77.60411669999303,77.60411669999303,77.90352989999519,78.20265029999427,78.20265029999427,78.4698936999921,left,1,0.25122570000530686,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,51,1,5,right,1,0.23283059999812394,None,5,1,51,3,78.48633319999499,,,,,,,,,78.4722030999983,78.48633319999499,78.96928079999634,78.96928079999634,79.2871521999914,79.57032149999577,79.57032149999577,79.81989329999487,right,1,0.23283059999812394,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,52,2,5,right,1,0.25226829999883194,None,5,2,52,0,79.8369939999975,,,,,,,,,79.82035979999637,79.8369939999975,80.32091209999635,80.32091209999635,80.62093459999596,80.92075669999758,80.92075669999758,81.18670069999644,right,1,0.25226829999883194,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,53,3,5,left,1,0.2985154999914812,None,5,3,53,4,81.20231670000067,,,,,,,,,81.18896929999755,81.20231670000067,81.68762319999223,81.68762319999223,81.9871787000011,82.28730050000013,82.28730050000013,82.60321299999487,left,1,0.2985154999914812,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,54,4,5,right,1,0.352085900012753,None,5,4,54,9,82.61891710000054,,,,,,,,,82.60369499999797,82.61891710000054,83.10414830000082,83.10414830000082,83.40401159999601,83.70360919999075,83.70360919999075,84.07017819999601,right,1,0.352085900012753,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,55,5,5,right,1,0.2645258999982616,None,5,5,55,7,84.0859172999917,,,,,,,,,84.07283920000191,84.0859172999917,84.57088749999821,84.57088749999821,84.87043100000301,85.1696879999945,85.1696879999945,85.43749039999966,right,1,0.2645258999982616,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,56,6,5,right,1,0.28201070000068285,None,5,6,56,2,85.45257320000383,,,,,,,,,85.43802889999643,85.45257320000383,85.93761880000238,85.93761880000238,86.23774559999583,86.53644739999436,86.53644739999436,86.82161339999584,right,1,0.28201070000068285,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,57,7,5,left,1,0.36060620000353083,None,5,7,57,6,86.83542809999199,,,,,,,,,86.82415610000317,86.83542809999199,87.33752970000205,87.33752970000205,87.63775719999103,87.93759489999502,87.93759489999502,88.30382479999389,left,1,0.36060620000353083,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,-0.5,invalid,left,58,8,5,left,1,0.3459768000029726,None,5,8,58,8,88.31973200000357,,,,,,,,,88.30738220000057,88.31973200000357,88.8043883999926,88.8043883999926,89.10290789999999,89.40387809999811,89.40387809999811,89.75339509999321,left,1,0.3459768000029726,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,59,9,5,left,1,0.3175284000026295,None,5,9,59,1,89.76935709999816,,,,,,,,,89.7560467000003,89.76935709999816,90.2539201999898,90.2539201999898,90.5540936000034,90.85447069999645,90.85447069999645,91.18695950000256,left,1,0.3175284000026295,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,60,0,6,right,1,0.20957789999374654,None,6,0,60,3,91.20259469999291,,,,,,,,,91.18941239999549,91.20259469999291,91.68760199999087,91.68760199999087,91.98686439999437,92.28741259999515,92.28741259999515,92.50382959999843,right,1,0.20957789999374654,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,61,1,6,left,1,0.2357381999900099,None,6,1,61,6,92.52073279999604,,,,,,,,,92.5060472000041,92.52073279999604,93.00415789999533,93.00415789999533,93.30293429999438,93.60428919999686,93.60428919999686,93.8535225999949,left,1,0.2357381999900099,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
→,0.5,valid,right,62,2,6,right,1,0.296786399994744,None,6,2,62,2,93.87118129999726,,,,,,,,,93.85610720000113,93.87118129999726,94.3529458999983,94.3529458999983,94.65439029999834,94.95451100000355,94.95451100000355,95.25460329999623,right,1,0.296786399994744,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,0.5,invalid,right,63,3,6,right,1,0.4864025999995647,None,6,3,63,9,95.27000370000314,,,,,,,,,95.2571040999901,95.27000370000314,95.77123610000126,95.77123610000126,96.05419759999495,96.35387510000146,96.35387510000146,96.85318530000222,right,1,0.4864025999995647,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
←,-0.5,valid,left,64,4,6,left,1,0.30840949999401346,None,6,4,64,5,96.87115369999083,,,,,,,,,96.85378029999265,96.87115369999083,97.3544705999957,97.3544705999957,97.65464839999913,97.95420229999581,97.95420229999581,98.27014059999783,left,1,0.30840949999401346,None,,,,03,001,2025-11-14_20h52.05.215,cueing_task_exp,,2025.1.1,60.64877204026198,2025-11-14 20h52.20.743092 +0530,
