cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
→,-0.5,invalid,left,17,7,1,right,0,2.030023400002392,None,1,7,17,8,35.195154300003196,,,,,,,,,35.182090899994364,35.195154300003196,35.67823530000169,35.67823530000169,35.99455699999817,36.27840640000068,36.27840640000068,38.31217069999548,right,0,2.030023400002392,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,18,8,1,right,1,0.7539799999940442,None,1,8,18,3,38.32739799999399,,,,,,,,,38.31263400000171,38.32739799999399,38.812064600002486,38.812064600002486,39.1121945999912,39.412569399995846,39.412569399995846,40.178849699994316,right,1,0.7539799999940442,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,19,9,1,left,1,0.663230600010138,None,1,9,19,4,40.19419639999978,,,,,,,,,40.18105210000067,40.19419639999978,40.67913950000366,40.67913950000366,40.97906859999057,41.278868099994725,41.278868099994725,41.945196599990595,left,1,0.663230600010138,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,20,0,2,right,1,0.5889847000071313,None,2,0,20,7,41.96123249999073,,,,,,,,,41.9476738999947,41.96123249999073,42.44493810000131,42.44493810000131,42.74472479999531,43.04632700000366,43.04632700000366,43.64710380000179,right,1,0.5889847000071313,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,0.5,invalid,right,21,1,2,left,0,1.280452500010142,None,2,1,21,9,43.66054470000381,,,,,,,,,43.64959580000141,43.66054470000381,44.162966399992,44.162966399992,44.4618560999952,44.762000100003206,44.762000100003206,46.04617619999044,left,0,1.280452500010142,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,22,2,2,left,1,0.3796396000107052,None,2,2,22,4,46.06140979999327,,,,,,,,,46.046720500002266,46.06140979999327,46.56257500000356,46.56257500000356,46.84585739999602,47.14601309999125,47.14601309999125,47.529492899993784,left,1,0.3796396000107052,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,23,3,2,left,1,0.4359926000033738,None,2,3,23,1,47.54409290000331,,,,,,,,,47.53001339999901,47.54409290000331,48.04537700000219,48.04537700000219,48.32856670000183,48.64559200000076,48.64559200000076,49.09502339999017,left,1,0.4359926000033738,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,-0.5,invalid,left,24,4,2,left,1,0.763049500004854,None,2,4,24,8,49.11085989999992,,,,,,,,,49.097448400003486,49.11085989999992,49.61272759998974,49.61272759998974,49.89580109999224,50.19588349999685,50.19588349999685,50.962799000000814,left,1,0.763049500004854,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,25,5,2,left,1,0.6699661999882665,None,2,5,25,5,50.978263900004094,,,,,,,,,50.96507930000371,50.978263900004094,51.46202619999531,51.46202619999531,51.779292099992745,52.07935909999651,52.07935909999651,52.7622979000007,left,1,0.6699661999882665,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,26,6,2,right,1,0.4288472000043839,None,2,6,26,3,52.77814880000369,,,,,,,,,52.76470079999126,52.77814880000369,53.2618158999976,53.2618158999976,53.57784790000005,53.86260069999844,53.86260069999844,54.29650749999564,right,1,0.4288472000043839,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,27,7,2,right,1,0.6742835000040941,None,2,7,27,0,54.31173309999576,,,,,,,,,54.2970234999957,54.31173309999576,54.7954250999901,54.7954250999901,55.1119589000009,55.39640189999773,55.39640189999773,56.07919999999285,right,1,0.6742835000040941,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,28,8,2,right,1,0.48141380000743084,None,2,8,28,2,56.09497900000133,,,,,,,,,56.079729499993846,56.09497900000133,56.57897159999993,56.57897159999993,56.87942739999562,57.17977409999003,57.17977409999003,57.66296699999657,right,1,0.48141380000743084,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,29,9,2,left,1,0.4435477999941213,None,2,9,29,6,57.67777739999292,,,,,,,,,57.66516550000233,57.67777739999292,58.17783459999191,58.17783459999191,58.462660599994706,58.762870299993665,58.762870299993665,59.21174649999011,left,1,0.4435477999941213,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,30,0,3,right,1,0.5225055999908363,None,3,0,30,0,59.229089699991164,,,,,,,,,59.21402869999292,59.229089699991164,59.71254459999909,59.71254459999909,60.01266229999601,60.312537499994505,60.312537499994505,60.84696019999683,right,1,0.5225055999908363,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,0.5,invalid,right,31,1,3,left,0,1.1461644999944838,None,3,1,31,9,60.861609300001874,,,,,,,,,60.850019599994994,60.861609300001874,61.34602689999156,61.34602689999156,61.64568669999426,61.946374399994966,61.946374399994966,63.0967224999913,left,0,1.1461644999944838,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,32,2,3,right,1,0.588460999992094,None,3,2,32,3,63.11198849999346,,,,,,,,,63.09913859999506,63.11198849999346,63.59573800000362,63.59573800000362,63.91296839999268,64.19616409999435,64.19616409999435,64.79584259999683,right,1,0.588460999992094,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,33,3,3,left,1,0.31183429999509826,None,3,3,33,6,64.81195889999799,,,,,,,,,64.79803609999362,64.81195889999799,65.29617619999044,65.29617619999044,65.59624610000174,65.8946777999954,65.8946777999954,66.21157489999314,left,1,0.31183429999509826,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,34,4,3,left,1,0.48407659999793395,None,3,4,34,4,66.22928829999,,,,,,,,,66.2120472999959,66.22928829999,66.71333509999386,66.71333509999386,67.01286329999857,67.31266389999655,67.31266389999655,67.81265500000154,left,1,0.48407659999793395,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,35,5,3,right,1,0.4432472000044072,None,3,5,35,7,67.82848909999302,,,,,,,,,67.81500819999201,67.82848909999302,68.31265269999858,68.31265269999858,68.61279099999228,68.9121060000034,68.9121060000034,69.36278029999812,right,1,0.4432472000044072,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,36,6,3,left,1,0.6159329999936745,None,3,6,36,5,69.37805820000358,,,,,,,,,69.3653542999964,69.37805820000358,69.86347599999863,69.86347599999863,70.16248529999575,70.46255719999317,70.46255719999317,71.07942959999491,left,1,0.6159329999936745,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,37,7,3,left,1,0.5700503999978537,None,3,7,37,1,71.09533889999148,,,,,,,,,71.07994959999633,71.09533889999148,71.57897380000213,71.57897380000213,71.87977089999185,72.18002459999116,72.18002459999116,72.76278289999755,left,1,0.5700503999978537,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,-0.5,invalid,left,38,8,3,right,0,1.075687900010962,None,3,8,38,8,72.77988229999028,,,,,,,,,72.76501010000356,72.77988229999028,73.27944079998997,73.27944079998997,73.56251370000246,73.86324910000258,73.86324910000258,74.9461367999902,right,0,1.075687900010962,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,39,9,3,right,1,0.7252159000054235,None,3,9,39,2,74.96254880000197,,,,,,,,,74.94659920000413,74.96254880000197,75.44642269999895,75.44642269999895,75.7631512999942,76.04612040000211,76.04612040000211,76.77930949999427,right,1,0.7252159000054235,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,40,0,4,left,1,0.7462343000079272,None,4,0,40,4,76.79548519999662,,,,,,,,,76.78151839999191,76.79548519999662,77.27838789999078,77.27838789999078,77.57875600000261,77.87891829998989,77.87891829998989,78.6300695999962,left,1,0.7462343000079272,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,-0.5,invalid,left,41,1,4,right,0,0.8395738000108395,None,4,1,41,8,78.6453640999971,,,,,,,,,78.63225179999426,78.6453640999971,79.13007069999003,79.13007069999003,79.42980879999232,79.73020179999003,79.73020179999003,80.57938499999,right,0,0.8395738000108395,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,0.5,invalid,right,42,2,4,left,0,1.068679100004374,None,4,2,42,9,80.59509780000371,,,,,,,,,80.58195479999995,80.59509780000371,81.07986959999835,81.07986959999835,81.37967449999996,81.67871229999582,81.67871229999582,82.76240819999657,left,0,1.068679100004374,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,43,3,4,left,1,0.5902465999970445,None,4,3,43,6,82.77808449999429,,,,,,,,,82.76303560000088,82.77808449999429,83.26283009999315,83.26283009999315,83.56285970000317,83.8615984999924,83.8615984999924,84.46309330000076,left,1,0.5902465999970445,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,44,4,4,right,1,0.7000229000113904,None,4,4,44,3,84.47932839998975,,,,,,,,,84.46550930000376,84.47932839998975,84.96227129999897,84.96227129999897,85.26289820000238,85.56317599999602,85.56317599999602,86.27922889999172,right,1,0.7000229000113904,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,45,5,4,left,1,0.33147040000767447,None,4,5,45,1,86.2969005999912,,,,,,,,,86.28138849999232,86.2969005999912,86.78026139999565,86.78026139999565,87.07967469999858,87.3799108999956,87.3799108999956,87.712824000002,left,1,0.33147040000767447,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,46,6,4,right,1,0.39673589999438263,None,4,6,46,2,87.72810419999587,,,,,,,,,87.71525339999062,87.72810419999587,88.21306110000296,88.21306110000296,88.51238790000207,88.82972329999029,88.82972329999029,89.22949759999756,right,1,0.39673589999438263,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,47,7,4,right,1,0.32177510000474285,None,4,7,47,7,89.24555500000133,,,,,,,,,89.23005040000135,89.24555500000133,89.72976709999784,89.72976709999784,90.02980069999467,90.33040730000357,90.33040730000357,90.6638055999938,right,1,0.32177510000474285,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,48,8,4,right,1,0.13815359999716748,None,4,8,48,0,90.67886699999508,,,,,,,,,90.66432480000367,90.67886699999508,91.16321559999778,91.16321559999778,91.46271199999319,91.77992780000204,91.77992780000204,91.92944969999371,right,1,0.13815359999716748,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,49,9,4,left,1,0.4347445000021253,None,4,9,49,5,91.9451326999988,,,,,,,,,91.93166449999262,91.9451326999988,92.42850090000138,92.42850090000138,92.7300830000022,93.02992459999223,93.02992459999223,93.47984279999218,left,1,0.4347445000021253,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,50,0,5,right,1,0.49888349999673665,None,5,0,50,3,93.49556650000159,,,,,,,,,93.48218759999145,93.49556650000159,93.9786194999906,93.9786194999906,94.28006910000113,94.58000899999752,94.58000899999752,95.09594600000128,right,1,0.49888349999673665,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,51,1,5,left,1,0.38179530001070816,None,5,1,51,1,95.11372789999587,,,,,,,,,95.09815170000365,95.11372789999587,95.59675299999071,95.59675299999071,95.89644729999418,96.19567000000097,96.19567000000097,96.58037609999883,left,1,0.38179530001070816,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,52,2,5,right,1,0.364933300006669,None,5,2,52,0,96.59488879999844,,,,,,,,,96.58278850000352,96.59488879999844,97.09652179999102,97.09652179999102,97.38013099999807,97.68006339999556,97.68006339999556,98.04660679999506,right,1,0.364933300006669,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,53,3,5,left,1,1.0272872999921674,None,5,3,53,4,98.06250689999433,,,,,,,,,98.04917600000044,98.06250689999433,98.54689879999205,98.54689879999205,98.84682849999808,99.14692250000371,99.14692250000371,100.18028239998966,left,1,1.0272872999921674,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,-0.5,invalid,left,54,4,5,right,0,2.586667999989004,None,5,4,54,8,100.19617100000323,,,,,,,,,100.18269539999892,100.19617100000323,100.67954709999321,100.67954709999321,100.98003310000058,101.280179399997,101.280179399997,103.87993090000236,right,0,2.586667999989004,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,0.5,invalid,right,55,5,5,right,1,1.5035956000065198,None,5,5,55,9,103.89571739999519,,,,,,,,,103.88237749999098,103.89571739999519,104.38032869999006,104.38032869999006,104.6796875,104.97896419999597,104.97896419999597,106.49636959999043,right,1,1.5035956000065198,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,56,6,5,left,1,0.6582362000044668,None,5,6,56,6,106.51188740000362,,,,,,,,,106.49683469999582,106.51188740000362,106.99699279999186,106.99699279999186,107.29672939999728,107.59704680000141,107.59704680000141,108.26329010000336,left,1,0.6582362000044668,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,57,7,5,right,1,0.7445906999928411,None,5,7,57,2,108.27820159999828,,,,,,,,,108.26715699999477,108.27820159999828,108.76343949999136,108.76343949999136,109.06371210000361,109.36181580000266,109.36181580000266,110.11411749999388,right,1,0.7445906999928411,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,58,8,5,left,1,0.3644186000019545,None,5,8,58,5,110.12873909999325,,,,,,,,,110.11652199999662,110.12873909999325,110.61372069999925,110.61372069999925,110.9303224000032,111.21371840000211,111.21371840000211,111.58168639999349,left,1,0.3644186000019545,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,59,9,5,right,1,0.5646451999928104,None,5,9,59,7,111.59483479999471,,,,,,,,,111.58409979999124,111.59483479999471,112.09688739999547,112.09688739999547,112.39524399999937,112.69697520000045,112.69697520000045,113.26341729999695,right,1,0.5646451999928104,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,60,0,6,right,1,1.0964438000082737,None,6,0,60,0,113.27925389999291,,,,,,,,,113.26389829999243,113.27925389999291,113.78010779999022,113.78010779999022,114.06360969999514,114.36353390000295,114.36353390000295,115.46380539999518,right,1,1.0964438000082737,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,0.5,invalid,right,61,1,6,right,1,1.0058178000035696,None,6,1,61,9,115.47937499999534,,,,,,,,,115.46660919999704,115.47937499999534,115.9799908999994,115.9799908999994,116.26336040000024,116.56389150000177,116.56389150000177,117.58015629999863,right,1,1.0058178000035696,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,62,2,6,left,1,0.6494590000074822,None,6,2,62,5,117.59536110000045,,,,,,,,,117.58060879999539,117.59536110000045,118.08013799999026,118.08013799999026,118.39710469999409,118.68028059999051,118.68028059999051,119.33049480000045,left,1,0.6494590000074822,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
←,-0.5,valid,left,63,3,6,left,1,1.1650410000002012,None,6,3,63,6,119.34620319999522,,,,,,,,,119.33100439999544,119.34620319999522,119.84714080000413,119.84714080000413,120.14556069999526,120.43090249999659,120.43090249999659,121.59694209998997,left,1,1.1650410000002012,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
→,0.5,valid,right,64,4,6,right,1,1.3472698999976274,None,6,4,64,3,121.6132329999964,,,,,,,,,121.59940969999298,121.6132329999964,122.09647619999305,122.09647619999305,122.39779149999958,122.69716739999421,122.69716739999421,124.0463890999963,right,1,1.3472698999976274,None,,,,02,001,2025-11-14_20h16.24.165,cueing_task_exp,,2025.1.1,59.704664904256454,2025-11-14 20h16.34.643965 +0530,
