delay,freq,conditions,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,106,10,6,space,0.37122650002129376,None,350,1,[4.788987100007944],[4.788992299931124],6,10,106,8,731.5591595999431,,731.5437015999341,731.5591595999431,732.5596519999672,732.5596519999672,732.5596519999672,732.9429418999935,space,0.37122650002129376,None,732.9434328000061,733.6431009666451,733.9547896999866,733.9451460000128,733.9455139000202,733.9547896999866,733.9547896999866,733.9547896999866,738.7440253000241,350,1,[4.788987100007944],[4.788992299931124],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,400,unexp,107,11,6,space,0.8169910999713466,None,500,1,[6.242036700015888],[6.242047000094317],6,11,107,2,738.7590540000238,,738.7442382000154,738.7590540000238,739.75931210001,739.75931210001,739.75931210001,740.5768360999646,space,0.8169910999713466,None,740.577298499993,741.2760404666808,741.5847566999728,741.5747846999438,741.5751397999702,741.5847566999728,741.5847566999728,741.5847566999728,747.8271765999962,500,1,[6.242036700015888],[6.242047000094317],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,108,12,6,space,0.45110349997412413,None,550,1,[2.2198653999948874],[2.2198699999134988],6,12,108,5,747.843197499984,,747.8275367999449,747.843197499984,748.8266090999823,748.8266090999823,748.8433732000412,749.2937204999616,space,0.45110349997412413,None,749.2942495000316,749.9937938666592,750.3075363000389,750.2965801999671,750.296942899935,750.3075363000389,750.3075363000389,750.3075363000389,752.5276801999426,550,1,[2.2198653999948874],[2.2198699999134988],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,109,13,6,space,0.467206500004977,None,220,1,[3.826007799943909],[3.82601269998122],6,13,109,12,752.5440002999967,,752.5278858999955,752.5440002999967,753.5440533999354,753.5440533999354,753.5440533999354,754.027471599984,space,0.467206500004977,None,754.0283388999524,754.1270408667081,754.435138199944,754.4220197999384,754.4223520000232,754.435138199944,754.435138199944,754.435138199944,758.2613908000058,220,1,[3.826007799943909],[3.82601269998122],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,400,unexp,110,14,6,space,1.0913556000450626,None,450,1,[7.12025060004089],[7.120256399968639],6,14,110,1,758.277261500014,,758.2615874999901,758.277261500014,759.260546799982,759.260546799982,759.2778174999403,760.360943299951,space,1.0913556000450626,None,760.3614089000039,760.7605895666095,761.0748230000027,761.0647054000292,761.0650644999696,761.0748230000027,761.0748230000027,761.0748230000027,768.1953511999454,450,1,[7.12025060004089],[7.120256399968639],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,111,15,6,space,0.4584026000229642,None,560,1,[3.1182043999433517],[3.118211599998176],6,15,111,0,768.2109096000204,,768.1955601000227,768.2109096000204,769.1949392999522,769.1949392999522,769.2111331999768,769.6625677000266,space,0.4584026000229642,None,769.6633403999731,769.7787028666974,770.0944669999881,770.0782331000082,770.0788210999453,770.0944669999881,770.0944669999881,770.0944669999881,773.2129742000252,560,1,[3.1182043999433517],[3.118211599998176],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,400,unexp,112,0,7,space,0.36591589997988194,None,600,1,[2.5870793000794947],[2.587091700057499],7,0,112,2,773.2283204999985,,773.21324740001,773.2283204999985,774.2281666999916,774.2281666999916,774.2281666999916,774.5954901999794,space,0.36591589997988194,None,774.5960883999942,775.2949009666374,775.6088127000257,775.5977387999883,775.5980744999833,775.6088127000257,775.6088127000257,775.6088127000257,778.1962657000404,600,1,[2.5870793000794947],[2.587091700057499],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,113,1,7,space,0.758060000021942,None,400,1,[7.56074179999996],[7.560746899922378],7,1,113,0,778.2115979000228,,778.1964833999518,778.2115979000228,779.1947034000186,779.1947034000186,779.2116700999904,779.9626236000331,space,0.758060000021942,None,779.963393199956,780.0788790666886,780.3855441999622,780.3758917000378,780.3762328999583,780.3855441999622,780.3855441999622,780.3855441999622,787.9465218000114,400,1,[7.56074179999996],[7.560746899922378],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,114,2,7,space,0.45790779998060316,None,200,1,[4.557583600049838],[4.5575887999730185],7,2,114,4,787.9623768000165,,787.9467326999875,787.9623768000165,788.9627832999686,788.9627832999686,788.9627832999686,789.4292208999395,space,0.45790779998060316,None,789.429702399997,789.829388166607,790.1397904999321,790.1298185000196,790.1301509999903,790.1397904999321,790.1397904999321,790.1397904999321,794.6976427999325,200,1,[4.557583600049838],[4.5575887999730185],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,115,3,7,space,0.4776733999606222,None,300,1,[5.677664099959657],[5.677669099997729],7,3,115,9,794.7124461999629,,794.6978461999679,794.7124461999629,795.7125900000101,795.7125900000101,795.7125900000101,796.1970812999643,space,0.4776733999606222,None,796.1976230000146,796.3124334666102,796.6194040999981,796.6089094999479,796.6092628999613,796.6194040999981,796.6194040999981,796.6194040999981,802.2973140999675,300,1,[5.677664099959657],[5.677669099997729],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,116,4,7,space,2.1837020000675693,None,250,1,[2.2440940000815317],[2.2441047000465915],7,4,116,5,802.3130320999771,,802.2975143999793,802.3130320999771,803.3136987999314,803.3136987999314,803.3136987999314,805.514098500018,space,2.1837020000675693,None,805.5146679000463,806.213356766679,806.5201096000383,806.5089324000292,806.5092826000182,806.5201096000383,806.5201096000383,806.5201096000383,808.7645825999789,250,1,[2.2440940000815317],[2.2441047000465915],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,117,5,7,space,0.28523370006587356,None,120,1,[5.32573390007019],[5.325740300002508],7,5,117,6,808.780450399965,,808.7649001999525,808.780450399965,809.7804608000442,809.7804608000442,809.7804608000442,810.0813472999725,space,0.28523370006587356,None,810.0820571000222,810.1968338667104,810.5059951000148,810.4956555999815,810.4960013999371,810.5059951000148,810.5059951000148,810.5059951000148,815.8320104000159,120,1,[5.32573390007019],[5.325740300002508],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,118,6,7,space,1.3686982999788597,None,300,1,[5.0286601999541745],[5.0286733999382704],7,6,118,12,815.8468896000413,,815.8322247000178,815.8468896000413,816.8477353999624,816.8477353999624,816.8477353999624,818.2320069000125,space,1.3686982999788597,None,818.2328322000103,818.3473118666482,818.653275199933,818.6404863999924,818.6409080999438,818.653275199933,818.653275199933,818.653275199933,823.6823679000372,300,1,[5.0286601999541745],[5.0286733999382704],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,119,7,7,space,0.6099065000889823,None,400,1,[3.7941255000187084],[3.794135899981484],7,7,119,13,823.6977626000298,,823.6826897000428,823.6977626000298,824.6975228999509,824.6975228999509,824.6975228999509,825.3144164000405,space,0.6099065000889823,None,825.3148754000431,825.7153497666043,826.0208614999428,826.0092149999691,826.0095775999362,826.0208614999428,826.0208614999428,826.0208614999428,829.8153005000204,400,1,[3.7941255000187084],[3.794135899981484],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,120,8,7,space,0.2736456000711769,None,100,1,[3.2045825999230146],[3.2045878999633715],7,8,120,15,829.8310537999496,,829.8155149000231,829.8310537999496,830.8149964000331,830.8149964000331,830.8311794999754,831.0985307999654,space,0.2736456000711769,None,831.0990716000088,831.1985266666782,831.5113190000411,831.5012245000107,831.501591200009,831.5113190000411,831.5113190000411,831.5113190000411,834.7161464999663,100,1,[3.2045825999230146],[3.2045878999633715],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,121,9,7,space,0.3939491000492126,None,250,1,[9.240540399914607],[9.24055609991774],7,9,121,14,834.7311116999481,,834.716333599994,834.7311116999481,835.7315153999953,835.7315153999953,835.7315153999953,836.1316123999422,space,0.3939491000492126,None,836.1320698999334,836.8319194666731,837.1423765999498,837.1319430000149,837.1322759999894,837.1423765999498,837.1423765999498,837.1423765999498,846.3834586000303,250,1,[9.240540399914607],[9.24055609991774],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,122,10,7,space,0.37287810002453625,None,450,1,[2.776430300087668],[2.776435700012371],7,10,122,7,846.3985318000196,,846.3837998999516,846.3985318000196,847.3994181000162,847.3994181000162,847.3994181000162,847.7826389999827,space,0.37287810002453625,None,847.7833479000255,848.1824995666432,848.4903364999918,848.4805549000157,848.4809307999676,848.4903364999918,848.4903364999918,848.4903364999918,851.2670249999501,450,1,[2.776430300087668],[2.776435700012371],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,123,11,7,space,1.0132429000223055,None,600,1,[3.142517299973406],[3.1425230000168085],7,11,123,8,851.2822026000358,,851.2672255999641,851.2822026000358,852.2830324999522,852.2830324999522,852.2830324999522,853.2997537000338,space,1.0132429000223055,None,853.300282399985,853.9994060666688,854.3077407999663,854.296043499955,854.2964688999346,854.3077407999663,854.3077407999663,854.3077407999663,857.4505107000005,600,1,[3.142517299973406],[3.1425230000168085],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,400,unexp,124,12,7,space,0.4119375000009313,None,540,1,[3.8436750000109896],[3.843682200065814],7,12,124,1,857.4664017000468,,857.4507114000153,857.4664017000468,858.4499443999957,858.4499443999957,858.4670257000253,858.8663821000373,space,0.4119375000009313,None,858.8668903999496,859.2668011666431,859.5734802000225,859.5625364000443,859.5628774999641,859.5734802000225,859.5734802000225,859.5734802000225,863.4175018999958,540,1,[3.8436750000109896],[3.843682200065814],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,125,13,7,space,0.3242836999706924,None,380,1,[5.945957400021143],[5.945967900101095],7,13,125,10,863.4333464000374,,863.4177833000431,863.4333464000374,864.4330002999632,864.4330002999632,864.4330002999632,864.7672401999589,space,0.3242836999706924,None,864.7677347999997,865.1663549666448,865.4718971999828,865.4608677999349,865.4611992000137,865.4718971999828,865.4718971999828,865.4718971999828,871.41816380003,380,1,[5.945957400021143],[5.945967900101095],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,126,14,7,space,0.43050110002513975,None,450,1,[2.382350000087172],[2.3823569000232965],7,14,126,3,871.4334288999671,,871.4183720999863,871.4334288999671,872.4342420999892,872.4342420999892,872.4342420999892,872.8672869999427,space,0.43050110002513975,None,872.8680812999373,872.9671687666016,873.2755758999847,873.2635363000445,873.2638818999985,873.2755758999847,873.2755758999847,873.2755758999847,875.6582718000282,450,1,[2.382350000087172],[2.3823569000232965],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,127,15,7,space,0.44206869998015463,None,300,1,[3.4011861999752],[3.401196999941021],7,15,127,11,875.6708641999867,,875.6585024000378,875.6708641999867,876.6709787000436,876.6709787000436,876.6709787000436,877.1215442999965,space,0.44206869998015463,None,877.1220625999849,877.8211623666032,878.1214321999578,878.111135300016,878.1114837999921,878.1214321999578,878.1214321999578,878.1214321999578,881.5230192999588,300,1,[3.4011861999752],[3.401196999941021],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,128,0,8,space,0.2755464999936521,None,400,1,[4.8055681000696495],[4.805575800011866],8,0,128,13,881.5389316999353,,881.5232834999915,881.5389316999353,882.5382338999771,882.5382338999771,882.5382338999771,882.8220871000085,space,0.2755464999936521,None,882.8225528999465,883.2217502666792,883.5336943999864,883.5230727000162,883.5234274000395,883.5336943999864,883.5336943999864,883.5336943999864,888.3396419000346,400,1,[4.8055681000696495],[4.805575800011866],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,129,1,8,space,0.32554940006230026,None,500,1,[2.861044100020081],[2.8610543000977486],8,1,129,5,888.3551719000097,,888.3399740000023,888.3551719000097,889.3554583999794,889.3554583999794,889.3554583999794,889.6889668999938,space,0.32554940006230026,None,889.6894726000028,890.3890840666757,890.6960155999986,890.6848564000102,890.6851928000106,890.6960155999986,890.6960155999986,890.6960155999986,893.5574484999524,500,1,[2.861044100020081],[2.8610543000977486],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,130,2,8,space,0.7901322999969125,None,100,1,[1.6416406000498682],[1.6416563000530005],8,2,130,9,893.5721117999637,,893.5577189000323,893.5721117999637,894.555978499935,894.555978499935,894.572065699962,895.3557232000167,space,0.7901322999969125,None,895.3565439999802,895.4557702666536,895.7658337999601,895.7564029999776,895.756741899997,895.7658337999601,895.7658337999601,895.7658337999601,897.4079227999318,100,1,[1.6416406000498682],[1.6416563000530005],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,131,3,8,space,0.37418129993602633,None,150,1,[1.6913460000650957],[1.6913508999859914],8,3,131,6,897.4223440999631,,897.408249799977,897.4223440999631,898.4227778000059,898.4227778000059,898.4227778000059,898.8058424999472,space,0.37418129993602633,None,898.8063963999739,898.9066661666768,899.2150788999861,899.2053005000344,899.2056360000279,899.2150788999861,899.2150788999861,899.2150788999861,900.9066881999606,150,1,[1.6913460000650957],[1.6913508999859914],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,132,4,8,space,0.29253109998535365,None,300,1,[6.126519999932498],[6.126525399973616],8,4,132,3,900.9233706999803,,900.9068899999838,900.9233706999803,901.9058682000032,901.9058682000032,901.9232619999675,902.2063843000215,space,0.29253109998535365,None,902.2070209999802,902.3064934666656,902.6138178999536,902.6034953999333,902.603834199952,902.6138178999536,902.6138178999536,902.6138178999536,908.7406105999835,300,1,[6.126519999932498],[6.126525399973616],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,400,unexp,133,5,8,space,0.2842196000274271,None,500,1,[2.79119969997555],[2.7912051999010146],8,5,133,2,908.7564290999435,,908.7408119000029,908.7564290999435,909.7566784999799,909.7566784999799,909.7566784999799,910.0566255999729,space,0.2842196000274271,None,910.0574229999911,910.7565854666211,911.0653990999563,911.0557104999898,911.0562382999342,911.0653990999563,911.0653990999563,911.0653990999563,913.85686109995,500,1,[2.79119969997555],[2.7912051999010146],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,134,6,8,space,1.0182130999164656,None,200,1,[1.7067634999984875],[1.7067693000426516],8,6,134,15,913.8737167000072,,913.8570698000258,913.8737167000072,914.8573380999733,914.8573380999733,914.8733298999723,915.8913195999339,space,1.0182130999164656,None,915.8921024999581,916.007548366619,916.3177824999439,916.304797800025,916.3052609999431,916.3177824999439,916.3177824999439,916.3177824999439,918.0248090999667,200,1,[1.7067634999984875],[1.7067693000426516],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,135,7,8,space,0.6520564999664202,None,400,1,[4.906992899952456],[4.907004000036977],8,7,135,11,918.0409767000237,,918.0250127000036,918.0409767000237,919.0409119999968,919.0409119999968,919.0409119999968,919.7077820999548,space,0.6520564999664202,None,919.7085831000004,920.4076597666756,920.7176413999405,920.7082237999421,920.7085550000193,920.7176413999405,920.7176413999405,920.7176413999405,925.6250428999774,400,1,[4.906992899952456],[4.907004000036977],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,136,8,8,space,0.33500520000234246,None,500,1,[2.4747658000560477],[2.4747709000948817],8,8,136,0,925.6406202999642,,925.6254361999454,925.6406202999642,926.6237389999442,926.6237389999442,926.6410785999615,926.9752299999818,space,0.33500520000234246,None,926.9758098999737,927.0905045666188,927.4002464000368,927.3898556999629,927.3901914999587,927.4002464000368,927.4002464000368,927.4002464000368,929.8752708999673,500,1,[2.4747658000560477],[2.4747709000948817],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,137,9,8,space,0.35396129998844117,None,530,1,[4.727562399930321],[4.727574700023979],8,9,137,7,929.8913187000435,,929.8754706999753,929.8913187000435,930.8751613999484,930.8751613999484,930.8914339999901,931.241628699936,space,0.35396129998844117,None,931.2421976999613,931.6414863666907,931.9482407999458,931.9378767999588,931.9383114000084,931.9482407999458,931.9482407999458,931.9482407999458,936.676251100027,530,1,[4.727562399930321],[4.727574700023979],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,400,unexp,138,10,8,space,0.7436475999420509,None,600,1,[2.9101154000964016],[2.910120900021866],8,10,138,1,936.69160130003,,936.6765713000204,936.69160130003,937.6911104000174,937.6911104000174,937.6911104000174,938.4414379999507,space,0.7436475999420509,None,938.4419164999854,938.8416890666742,939.1493263000157,939.138304800028,939.1387407999719,939.1493263000157,939.1493263000157,939.1493263000157,942.0596851999871,600,1,[2.9101154000964016],[2.910120900021866],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,139,11,8,space,0.3261269999202341,None,500,1,[1.7415220000548288],[1.7415459000039846],8,11,139,4,942.075923299999,,942.0598926999373,942.075923299999,943.0748351999791,943.0748351999791,943.0748351999791,943.4095368999988,space,0.3261269999202341,None,943.4104312999407,943.8095212666706,944.1179650999838,944.1073988999706,944.1077300999314,944.1179650999838,944.1179650999838,944.1179650999838,945.8600145999808,500,1,[1.7415220000548288],[1.7415459000039846],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,140,12,8,space,0.39454280002973974,None,450,1,[6.790071800001897],[6.790076800039969],8,12,140,12,945.8749937999528,,945.8602588999784,945.8749937999528,946.8759322999977,946.8759322999977,946.8759322999977,947.2756168999476,space,0.39454280002973974,None,947.2761362999445,947.3751395666661,947.6864318000153,947.6769959999947,947.6773313999875,947.6864318000153,947.6864318000153,947.6864318000153,954.4767748999875,450,1,[6.790071800001897],[6.790076800039969],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,141,13,8,space,1.4478357000043616,None,600,1,[4.062800999963656],[4.0628060000017285],8,13,141,8,954.4923921000445,,954.476997599937,954.4923921000445,955.4762799999444,955.4762799999444,955.4936150000431,956.9261124000186,space,1.4478357000043616,None,956.9268845999613,957.6262363666358,957.930962100043,957.9206081000157,957.9209375999635,957.930962100043,957.930962100043,957.930962100043,961.9940047999844,600,1,[4.062800999963656],[4.0628060000017285],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,142,14,8,space,1.7271370999515057,None,500,1,[4.690130600007251],[4.690135600045323],8,14,142,14,962.0092122999486,,961.9941997999558,962.0092122999486,963.0094664000208,963.0094664000208,963.0094664000208,964.7431561000412,space,1.7271370999515057,None,964.7440283999313,965.4434188666676,965.7536669999827,965.74136059999,965.741905999952,965.7536669999827,965.7536669999827,965.7536669999827,970.4440530999564,500,1,[4.690130600007251],[4.690135600045323],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,143,15,8,space,1.1028198999119923,None,200,1,[6.887816399917938],[6.887827200000174],8,15,143,10,970.4599063999485,,970.444252199959,970.4599063999485,971.4432925999863,971.4432925999863,971.459860199946,972.5603675999446,space,1.1028198999119923,None,972.5608360000188,972.9598022666216,973.2735463000135,973.2633428999688,973.2636777999578,973.2735463000135,973.2735463000135,973.2735463000135,980.1617050999776,200,1,[6.887816399917938],[6.887827200000174],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,144,0,9,space,0.3205228999722749,None,500,1,[7.49010699999053],[7.490111899911426],9,0,144,10,980.1769646999892,,980.1619183999719,980.1769646999892,981.1782412000466,981.1782412000466,981.1782412000466,981.5115456000203,space,0.3205228999722749,None,981.5121233999962,981.9108118666957,982.2217915999936,982.2119490000186,982.2123104999773,982.2217915999936,982.2217915999936,982.2217915999936,989.7121392999543,500,1,[7.49010699999053],[7.490111899911426],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,145,1,9,space,0.33484679996035993,None,350,1,[3.496263699955307],[3.4962696000002325],9,1,145,7,989.7279778999509,,989.7123417999828,989.7279778999509,990.7275830999715,990.7275830999715,990.7275830999715,991.0782135999762,space,0.33484679996035993,None,991.0790132000111,991.4783533666671,991.78197859996,991.7722231999505,991.7725426999386,991.78197859996,991.78197859996,991.78197859996,995.2784819999943,350,1,[3.496263699955307],[3.4962696000002325],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,146,2,9,space,0.4059481000294909,None,100,1,[4.826919999904931],[4.826924899942242],9,2,146,9,995.2948794999393,,995.2786983000115,995.2948794999393,996.2781249999534,996.2781249999534,996.2947556000436,996.6956235000398,space,0.4059481000294909,None,996.69645389996,996.7948729666571,997.1023843999719,997.090519499965,997.0909920999547,997.1023843999719,997.1023843999719,997.1023843999719,1001.9295593999559,100,1,[4.826919999904931],[4.826924899942242],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,147,3,9,space,0.6012811000691727,None,110,1,[3.0419950999785215],[3.0420002000173554],9,3,147,12,1001.9447807000251,,1001.9297595999669,1001.9447807000251,1002.9287134000333,1002.9287134000333,1002.9455271000043,1003.5459620000329,space,0.6012811000691727,None,1003.5465636999579,1003.645306466675,1003.9539688000223,1003.9431490999414,1003.9437068999978,1003.9539688000223,1003.9539688000223,1003.9539688000223,1006.9962214999832,110,1,[3.0419950999785215],[3.0420002000173554],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,148,4,9,space,0.5990574000170454,None,350,1,[2.3617768000112846],[2.361782200052403],9,4,148,6,1007.0120235999348,,1006.9964166999562,1007.0120235999348,1007.9951485999627,1007.9951485999627,1008.0124299000017,1008.5954611999914,space,0.5990574000170454,None,1008.5959465999622,1008.6961182666166,1009.0015083999606,1008.9918761999579,1008.9922120999545,1009.0015083999606,1009.0015083999606,1009.0015083999606,1011.3635281999595,350,1,[2.3617768000112846],[2.361782200052403],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,149,5,9,space,0.3224614999489859,None,400,1,[3.8911624000174925],[3.8911726999795064],9,5,149,8,1011.3787366999313,,1011.3637726999586,1011.3787366999313,1012.3788025999675,1012.3788025999675,1012.3788025999675,1012.7135566000361,space,0.3224614999489859,None,1012.7143583999714,1013.4127635666557,1013.7225235999795,1013.7123281999957,1013.7126630999846,1013.7225235999795,1013.7225235999795,1013.7225235999795,1017.6140384000028,400,1,[3.8911624000174925],[3.8911726999795064],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,150,6,9,space,0.8851712999166921,None,350,1,[4.854667200008407],[4.854683000012301],9,6,150,11,1017.6294534000335,,1017.6143201999366,1017.6294534000335,1018.6123877000064,1018.6123877000064,1018.6295396999922,1019.5128289000131,space,0.8851712999166921,None,1019.5133770999964,1020.2127053666084,1020.5261853999691,1020.5157026000088,1020.5160469999537,1020.5261853999691,1020.5261853999691,1020.5261853999691,1025.3813758000033,350,1,[4.854667200008407],[4.854683000012301],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,151,7,9,space,2.269299400039017,None,300,1,[7.975911100045778],[7.975921800010838],9,7,151,3,1025.3961578999879,,1025.3817220999626,1025.3961578999879,1026.3964384000283,1026.3964384000283,1026.3964384000283,1028.6810518000275,space,2.269299400039017,None,1028.68160120002,1028.796703666627,1029.1055253000231,1029.096334300004,1029.0966703000013,1029.1055253000231,1029.1055253000231,1029.1055253000231,1037.0818036999553,300,1,[7.975911100045778],[7.975921800010838],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,152,8,9,space,0.24297120003029704,None,200,1,[6.841866999980994],[6.841872400022112],9,8,152,5,1037.0965428999625,,1037.0821494000265,1037.0965428999625,1038.0974473999813,1038.0974473999813,1038.0974473999813,1038.3469116999768,space,0.24297120003029704,None,1038.3473627000349,1039.0473466666338,1039.356267599971,1039.3459509999957,1039.3462870999938,1039.356267599971,1039.356267599971,1039.356267599971,1046.1983981999801,200,1,[6.841866999980994],[6.841872400022112],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
