pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,routine_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,routine_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,1.0429125999798998,None,,,,,0,0,0,0,,,,,0.02537699998356402,,0.012688099988736212,0.02537699998356402,1.0101394000230357,1.0101394000230357,1.0101394000230357,1.0101394000230357,1.0276993999723345,2.009894200018607,2.009894200018607,3.0762814999907278,x,1,1.0429125999798998,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
150,v,1,1,0,v,1,0.9874464000458829,None,,,,,0,1,1,1,,,,,3.0846485000220127,,3.0766403999878094,3.0846485000220127,4.0776179999811575,4.0776179999811575,4.0776179999811575,4.0776179999811575,4.094718999986071,5.0787296000053175,5.0787296000053175,6.07833779999055,v,1,0.9874464000458829,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
50,c,2,2,0,c,1,1.1236548000015318,None,,,,,0,2,2,2,,,,,6.093766100006178,,6.078754000016488,6.093766100006178,7.078025900002103,7.078025900002103,7.078025900002103,7.078025900002103,7.094518999976572,8.095348200004082,8.095348200004082,9.228402899985667,c,1,1.1236548000015318,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
-150,z,3,3,0,z,1,1.154901800036896,None,,,,,0,3,3,3,,,,,9.245073799975216,,9.22880380001152,9.245073799975216,10.228784699982498,10.228784699982498,10.228784699982498,10.228784699982498,10.24466810002923,11.228331900027115,11.228331900027115,12.396153900015634,z,1,1.154901800036896,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
-50,x,4,0,1,x,1,1.4156556999660097,None,,,,,1,0,4,0,,,,,12.41098799998872,,12.396608099981677,12.41098799998872,13.412096999993082,13.412096999993082,13.412096999993082,13.412096999993082,13.412096999993082,14.411757899972145,14.411757899972145,15.82870070001809,x,1,1.4156556999660097,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
150,v,5,1,1,v,1,0.8366020999965258,None,,,,,1,1,5,1,,,,,15.844395100022666,,15.829185199982021,15.844395100022666,16.827757799997926,16.827757799997926,16.827757799997926,16.827757799997926,16.845488500024658,17.82827230001567,17.82827230001567,18.67960430000676,v,1,0.8366020999965258,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
50,c,6,2,1,c,1,0.9973237999947742,None,,,,,1,2,6,2,,,,,18.694484399980865,,18.680063000007067,18.694484399980865,19.695595299999695,19.695595299999695,19.695595299999695,19.695595299999695,19.695595299999695,20.695210899983067,20.695210899983067,21.693997299997136,c,1,0.9973237999947742,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
-150,z,7,3,1,z,1,0.8970133999828249,None,,,,,1,3,7,3,,,,,21.710404900019057,,21.694464900007006,21.710404900019057,22.6955305999727,22.6955305999727,22.6955305999727,22.6955305999727,22.711160300008487,23.695433599990793,23.695433599990793,24.59467640001094,z,1,0.8970133999828249,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
-50,x,8,0,2,x,1,0.502736399997957,None,,,,,2,0,8,0,,,,,24.610929500020575,,24.59513309999602,24.610929500020575,25.595530999999028,25.595530999999028,25.595530999999028,25.595530999999028,25.61124539998127,26.595174700021744,26.595174700021744,27.11224200000288,x,1,0.502736399997957,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
150,v,9,1,2,v,1,0.4810958000016399,None,,,,,2,1,9,1,,,,,27.12727910000831,,27.112721999990754,27.12727910000831,28.11118579999311,28.11118579999311,28.11118579999311,28.11118579999311,28.127985399973113,29.127258100023028,29.127258100023028,29.612412900023628,v,1,0.4810958000016399,None,,,,,,,,,,,,,,,444,001,2025-10-02_13h44.21.710,Motor_sequence_exp,,2025.1.1,59.72256479855326,2025-10-02 13h44.28.836529 +0530,
