8.1825 	INFO 	Loaded monitor calibration from ['2025_08_12 09:11']
8.1971 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
8.5440 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
8.5440 	INFO 	OpenGL version supported by driver is 4..
8.5959 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000234D1059B10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000234D1059AB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000234D110F370>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5960 	EXP 	window1: backgroundImage = ''
8.5960 	EXP 	window1: backgroundFit = 'none'
9.0946 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0946 	EXP 	window1: recordFrameIntervals = False
9.2797 	EXP 	window1: recordFrameIntervals = True
9.4625 	EXP 	Screen (0) actual frame rate measured at 60.14Hz
9.4626 	EXP 	window1: recordFrameIntervals = False
9.5115 	INFO 	keyboard.Keyboard is using ptb backend.
9.5116 	EXP 	Word_priming_exp: status = STARTED
9.5436 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
