11.7509 	INFO 	Loaded monitor calibration from ['2025_08_12 09:11']
11.7692 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.2663 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
12.2663 	INFO 	OpenGL version supported by driver is 4..
12.3637 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C17E1080D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C17E108070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C1000A9930>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3638 	EXP 	window1: backgroundImage = ''
12.3639 	EXP 	window1: backgroundFit = 'none'
12.8782 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.8782 	EXP 	window1: recordFrameIntervals = False
13.0731 	EXP 	window1: recordFrameIntervals = True
13.2574 	EXP 	Screen (0) actual frame rate measured at 59.92Hz
13.2575 	EXP 	window1: recordFrameIntervals = False
13.3167 	INFO 	keyboard.Keyboard is using ptb backend.
13.3169 	INFO 	keyboard.Keyboard is using ptb backend.
13.3169 	INFO 	keyboard.Keyboard is using ptb backend.
13.3170 	EXP 	Motor_sequence_exp: status = STARTED
13.3242 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
13.3258 	EXP 	Created line1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line1', opacity=1, ori=90.0, pos=array([-150.,    0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3273 	EXP 	Created line2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line2', opacity=1, ori=90.0, pos=array([-50.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3287 	EXP 	Created line3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line3', opacity=1, ori=90.0, pos=array([50.,  0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3301 	EXP 	Created line4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line4', opacity=1, ori=90.0, pos=array([150.,   0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3319 	EXP 	Created probe = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
13.3339 	EXP 	Created fixation_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
13.3353 	EXP 	Created line_1 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line_1', opacity=1, ori=90.0, pos=array([0., 0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3367 	EXP 	Created line_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line_2', opacity=1, ori=90.0, pos=array([0., 0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3381 	EXP 	Created line_3 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-3.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line_3', opacity=1, ori=90.0, pos=array([0., 0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3394 	EXP 	Created line_4 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='line_4', opacity=1, ori=90.0, pos=array([0., 0.]), size=array([100.,  10.]), units='pix', vertices=ndarray(...), win=Window(...))
13.3412 	EXP 	Created probe_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-5.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='probe_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
0.0143 	EXP 	Imported sequence_conditions.csv as conditions, 4 conditions, 2 params
0.0160 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'pos': np.int64(-50), 'corr_resp': 'x', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0262 	EXP 	fixation: autoDraw = True
1.0065 	EXP 	line1: autoDraw = True
1.0065 	EXP 	line2: autoDraw = True
1.0065 	EXP 	line3: autoDraw = True
1.0065 	EXP 	line4: autoDraw = True
1.0402 	EXP 	fixation: autoDraw = False
2.0067 	INFO 	Keyboard events cleared
2.0065 	EXP 	probe: autoDraw = True
3.1361 	EXP 	Device response: <KeyPress from None: t=3.1150194999936502, value=x, duration=None>
3.1364 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'pos': np.int64(150), 'corr_resp': 'v', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.1381 	DATA 	Keypress: x
3.1456 	EXP 	fixation: autoDraw = False
3.1456 	EXP 	line1: autoDraw = False
3.1456 	EXP 	line2: autoDraw = False
3.1456 	EXP 	line3: autoDraw = False
3.1456 	EXP 	line4: autoDraw = False
3.1456 	EXP 	probe: autoDraw = False
3.1456 	EXP 	fixation: autoDraw = True
3.2399 	EXP 	Device response: <KeyPress from None: t=3.1150194999936502, value=x, duration=0.11147919998620637>
4.1396 	EXP 	line1: autoDraw = True
4.1396 	EXP 	line2: autoDraw = True
4.1396 	EXP 	line3: autoDraw = True
4.1396 	EXP 	line4: autoDraw = True
4.1567 	EXP 	fixation: autoDraw = False
5.1405 	INFO 	Keyboard events cleared
5.1404 	EXP 	probe: autoDraw = True
6.8744 	EXP 	Device response: <KeyPress from None: t=6.866693799995119, value=v, duration=None>
6.8748 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'pos': np.int64(50), 'corr_resp': 'c', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
6.8767 	DATA 	Keypress: v
6.8897 	EXP 	fixation: autoDraw = False
6.8897 	EXP 	line1: autoDraw = False
6.8897 	EXP 	line2: autoDraw = False
6.8897 	EXP 	line3: autoDraw = False
6.8897 	EXP 	line4: autoDraw = False
6.8897 	EXP 	probe: autoDraw = False
6.8897 	EXP 	fixation: autoDraw = True
6.9740 	EXP 	Device response: <KeyPress from None: t=6.866693799995119, value=v, duration=0.10163409999222495>
7.8738 	EXP 	line1: autoDraw = True
7.8738 	EXP 	line2: autoDraw = True
7.8738 	EXP 	line3: autoDraw = True
7.8738 	EXP 	line4: autoDraw = True
7.8899 	EXP 	fixation: autoDraw = False
8.8897 	INFO 	Keyboard events cleared
8.8896 	EXP 	probe: autoDraw = True
10.0247 	DATA 	Keypress: c
10.0401 	EXP 	Device response: <KeyPress from None: t=10.023527699988335, value=c, duration=None>
10.0404 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'pos': np.int64(-150), 'corr_resp': 'z', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
10.0571 	EXP 	fixation: autoDraw = False
10.0571 	EXP 	line1: autoDraw = False
