cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
←,-0.5,valid,left,130,0,13,left,1,0.293767499999376,None,13,0,130,1,208.29090520000318,,,,,,,,,208.27655090001645,208.29090520000318,208.7740979999944,208.7740979999944,209.07417290000012,209.37423099999432,209.37423099999432,209.67470150001463,left,1,0.293767499999376,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,131,1,13,right,0,0.25445680000120774,None,13,1,131,8,209.69087520000176,,,,,,,,,209.6773416000069,209.69087520000176,210.17434550001053,210.17434550001053,210.47429070001817,210.774207200011,210.774207200011,211.04137799999444,right,0,0.25445680000120774,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,132,2,13,left,1,0.6118040000146721,None,13,2,132,5,211.05758580000838,,,,,,,,,211.04433360000257,211.05758580000838,211.54090009999345,211.54090009999345,211.84096080000745,212.1409382999991,212.1409382999991,212.75816190001206,left,1,0.6118040000146721,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,133,3,13,right,1,0.33524339998257346,None,13,3,133,3,212.77438770001754,,,,,,,,,212.7608520000067,212.77438770001754,213.2575610000058,213.2575610000058,213.5574357000005,213.85751410000375,213.85751410000375,214.20801240002038,right,1,0.33524339998257346,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,134,4,13,right,1,0.37289090000558645,None,13,4,134,2,214.22422790000564,,,,,,,,,214.2083704000106,214.22422790000564,214.70781970000826,214.70781970000826,215.00763330000336,215.30762800000957,215.30762800000957,215.69128470000578,right,1,0.37289090000558645,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,135,5,13,left,1,0.2731555000063963,None,13,5,135,4,215.70749550001347,,,,,,,,,215.69319449999603,215.70749550001347,216.19122140001855,216.19122140001855,216.49084450001828,216.79106489999685,216.79106489999685,217.07552939999732,left,1,0.2731555000063963,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,136,6,13,right,1,0.5553598999977112,None,13,6,136,0,217.09137510001892,,,,,,,,,217.07875849999255,217.09137510001892,217.57522850000532,217.57522850000532,217.87449509999715,218.17652269999962,218.17652269999962,218.74389630000223,right,1,0.5553598999977112,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,137,7,13,right,1,0.7020897000038531,None,13,7,137,9,218.75966820001486,,,,,,,,,218.74670829999377,218.75966820001486,219.25816560001113,219.25816560001113,219.54217230001814,219.85791900000186,219.85791900000186,220.5765231999976,right,1,0.7020897000038531,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,138,8,13,left,1,0.4719372999970801,None,13,8,138,6,220.59292480000295,,,,,,,,,220.57715500000631,220.59292480000295,221.07616920000874,221.07616920000874,221.3924123000179,221.69202180000138,221.69202180000138,222.1763162999996,left,1,0.4719372999970801,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,139,9,13,right,1,0.3896515999804251,None,13,9,139,7,222.19139089999953,,,,,,,,,222.17856530001154,222.19139089999953,222.69148649999988,222.69148649999988,222.97609350000857,223.2754716000054,223.2754716000054,223.67717979999725,right,1,0.3896515999804251,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,140,0,14,right,1,0.9794094999961089,None,14,0,140,9,223.69180430000415,,,,,,,,,223.6798425000161,223.69180430000415,224.17639150001924,224.17639150001924,224.49121530001867,224.79320830001961,224.79320830001961,225.7758284000156,right,1,0.9794094999961089,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,141,1,14,left,1,1.0056833999988157,None,14,1,141,8,225.7907475999964,,,,,,,,,225.78016970001045,225.7907475999964,226.27572760000476,226.27572760000476,226.57490860001417,226.87484410000616,226.87484410000616,227.89172889999463,left,1,1.0056833999988157,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,142,2,14,right,1,0.28641450000577606,None,14,2,142,2,227.90800110000418,,,,,,,,,227.8921794000198,227.90800110000418,228.39120330000878,228.39120330000878,228.69124079999165,228.9912667000026,228.9912667000026,229.29171479999786,right,1,0.28641450000577606,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,143,3,14,left,1,0.2864246999961324,None,14,3,143,5,229.30772300000535,,,,,,,,,229.2938320999965,229.30772300000535,229.79141320000053,229.79141320000053,230.09144670001115,230.39118400000734,230.39118400000734,230.69170719999238,left,1,0.2864246999961324,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,144,4,14,right,1,0.38521240002592094,None,14,4,144,0,230.70776130000013,,,,,,,,,230.69405620000907,230.70776130000013,231.19147650001105,231.19147650001105,231.49133409999195,231.79139560001204,231.79139560001204,232.19177190001938,right,1,0.38521240002592094,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,145,5,14,left,1,0.42684580001514405,None,14,5,145,6,232.20776910000131,,,,,,,,,232.19443649999448,232.20776910000131,232.6913398000179,232.6913398000179,232.99138270001276,233.29143539999495,233.29143539999495,233.72516450000694,left,1,0.42684580001514405,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,146,6,14,left,1,0.397833900002297,None,14,6,146,1,233.74140319999424,,,,,,,,,233.72564899999998,233.74140319999424,234.22477669999353,234.22477669999353,234.52476930001285,234.82478090000222,234.82478090000222,235.22534989999258,left,1,0.397833900002297,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,147,7,14,left,1,0.6613840000063647,None,14,7,147,4,235.24120390001917,,,,,,,,,235.2258279999951,235.24120390001917,235.72470290001365,235.72470290001365,236.02452989999438,236.32473429999663,236.32473429999663,236.9920090000087,left,1,0.6613840000063647,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,148,8,14,right,1,0.4872431000112556,None,14,8,148,7,237.00796119999723,,,,,,,,,236.9944873000204,237.00796119999723,237.4912270999921,237.4912270999921,237.79122640000423,238.09121740001137,238.09121740001137,238.59216309999465,right,1,0.4872431000112556,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,149,9,14,right,1,0.401097199996002,None,14,9,149,3,238.60810010001296,,,,,,,,,238.59287350001978,238.60810010001296,239.09175250001135,239.09175250001135,239.39181200001622,239.6913915000041,239.6913915000041,240.10872449999442,right,1,0.401097199996002,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,150,0,15,right,1,0.33273160000680946,None,15,0,150,7,240.12469930000952,,,,,,,,,240.1092009000131,240.12469930000952,240.60813219999545,240.60813219999545,240.9082194000075,241.2083760999958,241.2083760999958,241.54198490001727,right,1,0.33273160000680946,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,151,1,15,left,1,0.3363750000135042,None,15,1,151,4,241.55823240001337,,,,,,,,,241.54428760000155,241.55823240001337,242.04147140000714,242.04147140000714,242.34149970000726,242.64143290001084,242.64143290001084,242.9919412000163,left,1,0.3363750000135042,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,152,2,15,left,1,0.33623280000756495,None,15,2,152,1,243.0080847000063,,,,,,,,,242.99240580000333,243.0080847000063,243.4914175000158,243.4914175000158,243.79148139999597,244.0914085000113,244.0914085000113,244.44196220001322,left,1,0.33623280000756495,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,153,3,15,left,1,0.44568360000266694,None,15,3,153,6,244.45823290001135,,,,,,,,,244.44242810001015,244.45823290001135,244.94144670001697,244.94144670001697,245.24152400001185,245.54151569999522,245.54151569999522,245.99199919999228,left,1,0.44568360000266694,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,154,4,15,right,1,0.789757999998983,None,15,4,154,9,246.00806829999783,,,,,,,,,245.99237160000484,246.00806829999783,246.49164819999714,246.49164819999714,246.79166160000023,247.09151500000735,247.09151500000735,247.892136200011,right,1,0.789757999998983,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,155,5,15,right,1,0.329725799994776,None,15,5,155,3,247.9080385999987,,,,,,,,,247.89475460001267,247.9080385999987,248.39156740001636,248.39156740001636,248.69147059999523,248.9915358000144,248.9915358000144,249.32532110001193,right,1,0.329725799994776,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,156,6,15,left,1,0.8802871000079904,None,15,6,156,8,249.34160210000118,,,,,,,,,249.32567580000614,249.34160210000118,249.82488260001992,249.82488260001992,250.12495100000524,250.42490610000095,250.42490610000095,251.30876119999448,left,1,0.8802871000079904,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,157,7,15,right,1,0.3519932000199333,None,15,7,157,2,251.32497230000445,,,,,,,,,251.30916150001576,251.32497230000445,251.80819890002022,251.80819890002022,252.10829319999903,252.40822090001893,252.40822090001893,252.77554890001193,right,1,0.3519932000199333,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,158,8,15,right,1,0.32532559998799115,None,15,8,158,0,252.7915098000085,,,,,,,,,252.77599650001503,252.7915098000085,253.27489890001016,253.27489890001016,253.57496339999489,253.87506799999392,253.87506799999392,254.20872610001243,right,1,0.32532559998799115,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,159,9,15,left,1,0.26698809998924844,None,15,9,159,5,254.22493090000353,,,,,,,,,254.21093279999332,254.22493090000353,254.70831929999986,254.70831929999986,255.0092372999934,255.3098672000051,255.3098672000051,255.59322720000637,left,1,0.26698809998924844,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,160,0,16,left,1,0.7638416000118013,None,16,0,160,8,255.610061400017,,,,,,,,,255.59498170000734,255.610061400017,256.09340370001155,256.09340370001155,256.3934325000155,256.70934000000125,256.70934000000125,257.47689380001975,left,1,0.7638416000118013,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,161,1,16,right,1,1.2408116000005975,None,16,1,161,9,257.49163890001364,,,,,,,,,257.4807831000071,257.49163890001364,257.99309860001085,257.99309860001085,258.29361359999166,258.57723280001665,258.57723280001665,259.8269408000051,right,1,1.2408116000005975,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,162,2,16,right,1,0.32046489999629557,None,16,2,162,3,259.842175400001,,,,,,,,,259.82967229999485,259.842175400001,260.32571219999227,260.32571219999227,260.62556700001005,260.94283640000504,260.94283640000504,261.2763488999917,right,1,0.32046489999629557,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,163,3,16,left,1,0.38387239997973666,None,16,3,163,1,261.29157669999404,,,,,,,,,261.2812213000143,261.29157669999404,261.77565670001786,261.77565670001786,262.07649410000886,262.3761834000179,262.3761834000179,262.77640570001677,left,1,0.38387239997973666,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,164,4,16,right,1,0.3950804999913089,None,16,4,164,2,262.7926679000084,,,,,,,,,262.77911999999196,262.7926679000084,263.27557679999154,263.27557679999154,263.57555130001856,263.87558610000997,263.87558610000997,264.2766174999997,right,1,0.3950804999913089,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,165,5,16,left,1,0.31705630000215024,None,16,5,165,4,264.29207369999494,,,,,,,,,264.2800169000111,264.29207369999494,264.7921398000035,264.7921398000035,265.076879500004,265.3933360000083,265.3933360000083,265.7263610000082,left,1,0.31705630000215024,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,166,6,16,left,1,0.42364210000960156,None,16,6,166,5,265.7427524999948,,,,,,,,,265.7268297999981,265.7427524999948,266.22674109999207,266.22674109999207,266.5260349000164,266.8259582000028,266.8259582000028,267.25966949999565,left,1,0.42364210000960156,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,167,7,16,right,1,0.3723464999930002,None,16,7,167,7,267.2768020000076,,,,,,,,,267.26312280001,267.2768020000076,267.7752165000129,267.7752165000129,268.0752305999922,268.37524150000536,268.37524150000536,268.7595907000068,right,1,0.3723464999930002,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,168,8,16,right,1,0.34464999998454005,None,16,8,168,0,268.7753722000052,,,,,,,,,268.7600674999994,268.7753722000052,269.27532630000496,269.27532630000496,269.57539119999274,269.87539060000563,269.87539060000563,270.2257205999922,right,1,0.34464999998454005,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,169,9,16,left,1,0.5023392000002787,None,16,9,169,6,270.2420447000186,,,,,,,,,270.22845389999566,270.2420447000186,270.725299600017,270.725299600017,271.0253369999991,271.32525710001937,271.32525710001937,271.84240860000136,left,1,0.5023392000002787,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,170,0,17,left,1,0.40830320000532083,None,17,0,170,6,271.8586192000075,,,,,,,,,271.8428488000063,271.8586192000075,272.3418711000122,272.3418711000122,272.6419905000075,272.942315399996,272.942315399996,273.35915619999287,left,1,0.40830320000532083,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,171,1,17,left,1,0.3288720000127796,None,17,1,171,5,273.3754409000103,,,,,,,,,273.35961060001864,273.3754409000103,273.8587317999918,273.8587317999918,274.1587390000059,274.45879430000787,274.45879430000787,274.7924924000108,left,1,0.3288720000127796,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,172,2,17,right,1,1.1231601999897975,None,17,2,172,9,274.8087421999953,,,,,,,,,274.7929723999987,274.8087421999953,275.29201259999536,275.29201259999536,275.5919664000103,275.8919784000027,275.8919784000027,277.0256683000189,right,1,1.1231601999897975,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,173,3,17,left,1,0.6232380000001285,None,17,3,173,8,277.0419089999923,,,,,,,,,277.0277463000093,277.0419089999923,277.52528699999675,277.52528699999675,277.825359200011,278.125640400016,278.125640400016,278.7590427999967,left,1,0.6232380000001285,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,174,4,17,left,1,0.9780394000117667,None,17,4,174,4,278.775701400009,,,,,,,,,278.7615342999925,278.775701400009,279.2587191000057,279.2587191000057,279.55872380000073,279.85878340000636,279.85878340000636,280.842584900005,left,1,0.9780394000117667,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,175,5,17,right,1,0.44930769997881725,None,17,5,175,7,280.8586900999944,,,,,,,,,280.84526780000306,280.8586900999944,281.3423376000137,281.3423376000137,281.6421226999955,281.94216760000563,281.94216760000563,282.39260960000684,right,1,0.44930769997881725,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,176,6,17,left,1,0.32637070000055246,None,17,6,176,1,282.4085832000128,,,,,,,,,282.39516760001425,282.4085832000128,282.89453580000554,282.89453580000554,283.19213650000165,283.49215140001616,283.49215140001616,283.82580099999905,left,1,0.32637070000055246,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,177,7,17,right,1,0.4048320000001695,None,17,7,177,3,283.84204720001435,,,,,,,,,283.8274968000187,283.84204720001435,284.3254932000127,284.3254932000127,284.62552220001817,284.9255347000144,284.9255347000144,285.3430211000086,right,1,0.4048320000001695,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,178,8,17,right,1,0.3144587999850046,None,17,8,178,2,285.3587903000007,,,,,,,,,285.34349860000657,285.3587903000007,285.84216339999693,285.84216339999693,286.1421929000062,286.4421721000108,286.4421721000108,286.7594578000135,right,1,0.3144587999850046,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,179,9,17,right,1,0.37576150000677444,None,17,9,179,0,286.7757161000045,,,,,,,,,286.7599646000017,286.7757161000045,287.2589450000087,287.2589450000087,287.5588312000036,287.86254220001865,287.86254220001865,288.2425722000189,right,1,0.37576150000677444,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,180,0,18,left,1,0.3458458000095561,None,18,0,180,5,288.2588340000075,,,,,,,,,288.244832700002,288.2588340000075,288.7419476000068,288.7419476000068,289.04201289999764,289.342504500004,289.342504500004,289.6926266000082,left,1,0.3458458000095561,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,181,1,18,left,1,0.5115950999897905,None,18,1,181,6,289.70882620001794,,,,,,,,,289.69301720001386,289.70882620001794,290.1921107000089,290.1921107000089,290.49223760000314,290.7922188999946,290.7922188999946,291.30952370000887,left,1,0.5115950999897905,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,182,2,18,left,1,0.36092639999696985,None,18,2,182,1,291.3254805000033,,,,,,,,,291.3099979000108,291.3254805000033,291.80907509999815,291.80907509999815,292.10910319999675,292.40889230000903,292.40889230000903,292.7761226000148,left,1,0.36092639999696985,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,183,3,18,right,1,0.2775827999867033,None,18,3,183,7,292.7922490000201,,,,,,,,,292.7782514000137,292.7922490000201,293.2756097000092,293.2756097000092,293.5755078000075,293.87552329999744,293.87552329999744,294.1594403999916,right,1,0.2775827999867033,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,184,4,18,right,1,0.28105849999701604,None,18,4,184,0,294.17540649999864,,,,,,,,,294.1599162000057,294.17540649999864,294.6589987000043,294.6589987000043,294.9590024999925,295.2590213000076,295.2590213000076,295.5428660000034,right,1,0.28105849999701604,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,185,5,18,right,1,0.311473699985072,None,18,5,185,2,295.55901610001456,,,,,,,,,295.54324650001945,295.55901610001456,296.0426304000139,296.0426304000139,296.34235300001455,296.6423719000013,296.6423719000013,296.95940859999973,right,1,0.311473699985072,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,186,6,18,right,1,1.3166751000098884,None,18,6,186,9,296.97567179999896,,,,,,,,,296.9614586000098,296.97567179999896,297.4590962000075,297.4590962000075,297.7591010000033,298.0590901999967,298.0590901999967,299.39313840001705,right,1,1.3166751000098884,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,187,7,18,right,1,0.372129399998812,None,18,7,187,3,299.4090579000185,,,,,,,,,299.39624279999407,299.4090579000185,299.89272910001455,299.89272910001455,300.19290620001266,300.4926201000053,300.4926201000053,300.8764197000128,right,1,0.372129399998812,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,188,8,18,left,1,0.4471645000157878,None,18,8,188,4,300.8925170000002,,,,,,,,,300.8793357000104,300.8925170000002,301.3765198000183,301.3765198000183,301.67633499999647,301.9758504999918,301.9758504999918,302.4264994999976,left,1,0.4471645000157878,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,189,9,18,left,1,1.316959699994186,None,18,9,189,8,302.4426056999946,,,,,,,,,302.42992049999884,302.4426056999946,302.92591069999617,302.92591069999617,303.22591760000796,303.5259487000003,303.5259487000003,304.8597732000053,left,1,1.316959699994186,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,190,0,19,left,1,0.4465220999845769,None,19,0,190,1,304.8759726000135,,,,,,,,,304.8625472999993,304.8759726000135,305.3591897000151,305.3591897000151,305.6592310999986,305.95923700000276,305.95923700000276,306.4097496000177,left,1,0.4465220999845769,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,191,1,19,right,1,0.8327473999815993,None,19,1,191,9,306.42585460000555,,,,,,,,,306.4101625000185,306.42585460000555,306.9092109000194,306.9092109000194,307.20917849999387,307.50927810001303,307.50927810001303,308.34300220001023,right,1,0.8327473999815993,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,192,2,19,right,1,0.5512044999923091,None,19,2,192,3,308.3593292000005,,,,,,,,,308.3454305000196,308.3593292000005,308.8425949999946,308.8425949999946,309.1425637000066,309.4425555000198,309.4425555000198,310.0101719000086,right,1,0.5512044999923091,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,193,3,19,left,1,0.49921709997579455,None,19,3,193,5,310.02581740001915,,,,,,,,,310.01256100001046,310.02581740001915,310.50962220001384,310.50962220001384,310.8092925999954,311.12584739999147,311.12584739999147,311.62621069999295,left,1,0.49921709997579455,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,194,4,19,left,1,0.38965440000174567,None,19,4,194,4,311.642568100011,,,,,,,,,311.62667409999995,311.642568100011,312.1262007000041,312.1262007000041,312.42633560000104,312.72590109999874,312.72590109999874,313.12640350000584,left,1,0.38965440000174567,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,195,5,19,right,1,0.24482419999549165,None,19,5,195,2,313.1426433000015,,,,,,,,,313.1292645999929,313.1426433000015,313.62637499999255,313.62637499999255,313.92595989999245,314.2265040000202,314.2265040000202,314.4765102000092,right,1,0.24482419999549165,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,196,6,19,left,1,1.4101397000194993,None,19,6,196,8,314.49277519999305,,,,,,,,,314.47685340000317,314.49277519999305,314.9759866000095,314.9759866000095,315.2760985000059,315.576000400004,315.576000400004,316.99423340000794,left,1,1.4101397000194993,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
