thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,0,0,[np.float64(-0.17037037037037037)],[np.float64(0.06481481481481481)],[1],[0],[0],[2.177870100000291],['target'],0,0,0,0,0.08009399999900779,,10,0.057025799998882576,0.08009399999900779,0.08009399999900779,0.05707239999901503,2.234969799999817,[np.float64(-0.17037037037037037)],[np.float64(0.06481481481481481)],[1],[0],[0],[2.177870100000291],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
1,0,1,[np.float64(0.13333333333333333)],[np.float64(0.3731481481481482)],[1],[0],[0],[2.3020402000001923],['target'],1,0,1,0,2.270485399998506,,10,2.2569910999991407,2.270485399998506,2.270485399998506,0.021878300000025774,4.559182699998928,[np.float64(0.13333333333333333)],[np.float64(0.3731481481481482)],[1],[0],[0],[2.3020402000001923],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
2,0,2,[np.float64(0.15092592592592594)],[np.float64(0.010185185185185186)],[1],[0],[0],[2.451645000001008],['target'],2,0,2,0,4.587944499999139,,5,4.574660299998868,4.587944499999139,4.587944499999139,0.015240599999742699,7.026461899999049,[np.float64(0.15092592592592594)],[np.float64(0.010185185185185186)],[1],[0],[0],[2.451645000001008],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
3,0,3,[np.float64(0.23333333333333334)],[np.float64(0.33240740740740743)],[1],[0],[0],[2.3019685999988724],['target'],3,0,3,0,7.056070099999488,,5,7.041934899998523,7.056070099999488,7.056070099999488,0.015279299999747309,9.344012899999143,[np.float64(0.23333333333333334)],[np.float64(0.33240740740740743)],[1],[0],[0],[2.3019685999988724],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
4,0,4,[np.float64(-0.025925925925925925)],[np.float64(-0.020370370370370372)],[1],[0],[0],[2.0345143000013195],['target'],4,0,4,0,9.37382289999914,,5,9.359081499998865,9.37382289999914,9.37382289999914,0.01492569999936677,11.393825399998605,[np.float64(-0.025925925925925925)],[np.float64(-0.020370370370370372)],[1],[0],[0],[2.0345143000013195],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
5,0,5,[np.float64(0.03518518518518519)],[np.float64(0.19074074074074074)],[1],[0],[0],[1.951992500000415],['target'],5,0,5,0,11.424462199998743,,5,11.41064219999862,11.424462199998743,11.424462199998743,0.016666499999701045,13.362745399999767,[np.float64(0.03518518518518519)],[np.float64(0.19074074074074074)],[1],[0],[0],[1.951992500000415],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
6,0,6,[np.float64(0.07685185185185185)],[np.float64(0.1814814814814815)],[1],[0],[0],[2.1062199999996665],['target'],6,0,6,0,13.56303829999888,,10,13.545562999999675,13.56303829999888,13.56303829999888,0.18265770000107295,15.651874499999394,[np.float64(0.07685185185185185)],[np.float64(0.1814814814814815)],[1],[0],[0],[2.1062199999996665],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
7,0,7,[np.float64(0.47129629629629627)],[np.float64(-0.058333333333333334)],[1],[0],[0],[2.8801251999993838],['target'],7,0,7,0,15.698983599999337,,10,15.681346699999267,15.698983599999337,15.698983599999337,0.029293499999766937,18.561560199999803,[np.float64(0.47129629629629627)],[np.float64(-0.058333333333333334)],[1],[0],[0],[2.8801251999993838],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
8,0,8,[np.float64(0.03333333333333333)],[np.float64(0.3814814814814815)],[1],[0],[0],[2.5336294999997335],['target'],8,0,8,0,18.5917343000001,,5,18.577739799999108,18.5917343000001,18.5917343000001,0.01600739999958023,21.111479099999997,[np.float64(0.03333333333333333)],[np.float64(0.3814814814814815)],[1],[0],[0],[2.5336294999997335],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
9,0,9,[np.float64(-0.15833333333333333)],[np.float64(-0.2916666666666667)],[1],[0],[0],[4.775711800000863],['target'],9,0,9,0,21.16120239999873,,10,21.14296859999922,21.16120239999873,21.16120239999873,0.031248299999788287,25.91878899999938,[np.float64(-0.15833333333333333)],[np.float64(-0.2916666666666667)],[1],[0],[0],[4.775711800000863],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
10,0,10,[np.float64(-0.049074074074074076)],[np.float64(-0.06851851851851852)],[1],[0],[0],[2.165961000000607],['target'],10,0,10,0,25.950003500000093,,5,25.936529699998573,25.950003500000093,25.950003500000093,0.017525200000818586,28.102540500000032,[np.float64(-0.049074074074074076)],[np.float64(-0.06851851851851852)],[1],[0],[0],[2.165961000000607],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
11,0,11,[np.float64(0.2953703703703704)],[np.float64(-0.06574074074074074)],[1],[0],[0],[7.598829799999294],[None],11,0,11,0,28.14517269999851,,10,28.12965119999899,28.14517269999851,28.14517269999851,0.027007299999240786,35.72857909999948,[np.float64(0.2953703703703704)],[np.float64(-0.06574074074074074)],[1],[0],[0],[7.598829799999294],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
12,0,12,[np.float64(0.32222222222222224)],[np.float64(-0.1935185185185185)],[1],[0],[0],[5.380197700000281],['target'],12,0,12,0,35.774084999999104,,10,35.75684959999853,35.774084999999104,35.774084999999104,0.028096899999582092,41.1371597999987,[np.float64(0.32222222222222224)],[np.float64(-0.1935185185185185)],[1],[0],[0],[5.380197700000281],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
13,0,13,[np.float64(-0.1287037037037037)],[np.float64(0.3453703703703704)],[1],[0],[0],[2.3291561999994883],['target'],13,0,13,0,41.18590899999981,,10,41.16629639999883,41.18590899999981,41.18590899999981,0.028964699999050936,43.49554189999981,[np.float64(-0.1287037037037037)],[np.float64(0.3453703703703704)],[1],[0],[0],[2.3291561999994883],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
14,0,14,[np.float64(0.16944444444444445)],[np.float64(-0.42592592592592593)],[1],[0],[0],[3.729975199999899],['target'],14,0,14,0,43.543371099998694,,10,43.5253974999996,43.543371099998694,43.543371099998694,0.02968459999829065,47.25546949999989,[np.float64(0.16944444444444445)],[np.float64(-0.42592592592592593)],[1],[0],[0],[3.729975199999899],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
15,0,15,[np.float64(0.10833333333333334)],[np.float64(-0.09907407407407408)],[1],[0],[0],[2.4848769000000175],['target'],15,0,15,0,47.28616839999995,,5,47.271454099998664,47.28616839999995,47.28616839999995,0.015810499999133754,49.75641579999865,[np.float64(0.10833333333333334)],[np.float64(-0.09907407407407408)],[1],[0],[0],[2.4848769000000175],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
16,0,16,[np.float64(0.2212962962962963)],[np.float64(0.20462962962962963)],[1],[0],[0],[2.396070900000268],['target'],16,0,16,0,49.80307299999913,,10,49.7851744999989,49.80307299999913,49.80307299999913,0.02862239999922167,52.18133619999935,[np.float64(0.2212962962962963)],[np.float64(0.20462962962962963)],[1],[0],[0],[2.396070900000268],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
17,0,17,[np.float64(-0.10555555555555556)],[np.float64(-0.30185185185185187)],[1],[0],[0],[2.361608299999716],['target'],17,0,17,0,52.22891019999952,,10,52.21073879999858,52.22891019999952,52.22891019999952,0.029194099999585887,54.572437900000295,[np.float64(-0.10555555555555556)],[np.float64(-0.30185185185185187)],[1],[0],[0],[2.361608299999716],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
18,0,18,[np.float64(-0.05925925925925926)],[np.float64(0.44166666666666665)],[1],[0],[0],[2.768363400000453],['target'],18,0,18,0,54.60122020000017,,5,54.58783349999976,54.60122020000017,54.60122020000017,0.015227600000798702,57.3562837999998,[np.float64(-0.05925925925925926)],[np.float64(0.44166666666666665)],[1],[0],[0],[2.768363400000453],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
19,0,19,[np.float64(-0.30092592592592593)],[np.float64(-0.32685185185185184)],[1],[0],[0],[2.1513417999995],['target'],19,0,19,0,57.38791999999921,,5,57.37270139999964,57.38791999999921,57.38791999999921,0.01627349999944272,59.524129999999786,[np.float64(-0.30092592592592593)],[np.float64(-0.32685185185185184)],[1],[0],[0],[2.1513417999995],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
20,0,20,[np.float64(0.32592592592592595)],[np.float64(-0.39351851851851855)],[1],[0],[0],[3.6117295999993075],['target'],20,0,20,0,59.57315169999856,,10,59.55572860000029,59.57315169999856,59.57315169999856,0.03145489999951678,63.16756650000025,[np.float64(0.32592592592592595)],[np.float64(-0.39351851851851855)],[1],[0],[0],[3.6117295999993075],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
21,0,21,[np.float64(-0.4287037037037037)],[np.float64(-0.13055555555555556)],[1],[0],[0],[3.066950899999938],['target'],21,0,21,0,63.19801600000028,,5,63.18409409999913,63.19801600000028,63.19801600000028,0.016316499999447842,66.25113479999891,[np.float64(-0.4287037037037037)],[np.float64(-0.13055555555555556)],[1],[0],[0],[3.066950899999938],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
22,0,22,[np.float64(-0.18981481481481483)],[np.float64(-0.11481481481481481)],[1],[0],[0],[3.359267899999395],['target'],22,0,22,0,66.30067830000007,,10,66.28230979999898,66.30067830000007,66.30067830000007,0.03103439999904367,69.64166449999902,[np.float64(-0.18981481481481483)],[np.float64(-0.11481481481481481)],[1],[0],[0],[3.359267899999395],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
23,0,23,[np.float64(-0.23333333333333334)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.896005900000091],['target'],23,0,23,0,69.69071559999975,,10,69.6726619000001,69.69071559999975,69.69071559999975,0.03082140000151412,72.5687911999994,[np.float64(-0.23333333333333334)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.896005900000091],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
24,0,24,[np.float64(0.17407407407407408)],[np.float64(-0.14907407407407408)],[1],[0],[0],[2.416796499999691],['target'],24,0,24,0,72.59817959999964,,5,72.58496319999904,72.59817959999964,72.59817959999964,0.015996600001017214,75.00184309999895,[np.float64(0.17407407407407408)],[np.float64(-0.14907407407407408)],[1],[0],[0],[2.416796499999691],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
25,0,25,[np.float64(0.062037037037037036)],[np.float64(-0.23981481481481481)],[1],[0],[0],[2.56242199999906],['target'],25,0,25,0,75.04842449999887,,10,75.03107660000023,75.04842449999887,75.04842449999887,0.029096000000208733,77.59359849999964,[np.float64(0.062037037037037036)],[np.float64(-0.23981481481481481)],[1],[0],[0],[2.56242199999906],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
26,0,26,[np.float64(-0.075)],[np.float64(-0.2074074074074074)],[1],[0],[0],[1.6017467000001488],['target'],26,0,26,0,77.62340109999968,,5,77.60913529999925,77.62340109999968,77.62340109999968,0.015363000000434113,79.21097289999852,[np.float64(-0.075)],[np.float64(-0.2074074074074074)],[1],[0],[0],[1.6017467000001488],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
27,0,27,[np.float64(-0.37407407407407406)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.7279550000002928],['target'],27,0,27,0,79.25760149999951,,10,79.24065580000024,79.25760149999951,79.25760149999951,0.029523600000175065,80.96869599999991,[np.float64(-0.37407407407407406)],[np.float64(-0.29907407407407405)],[1],[0],[0],[1.7279550000002928],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
28,0,28,[np.float64(0.06481481481481481)],[np.float64(0.33055555555555555)],[1],[0],[0],[2.0685081999999966],['target'],28,0,28,0,80.99915669999973,,5,80.98463479999918,80.99915669999973,80.99915669999973,0.01576769999883254,83.05323589999898,[np.float64(0.06481481481481481)],[np.float64(0.33055555555555555)],[1],[0],[0],[2.0685081999999966],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
29,0,29,[np.float64(0.4305555555555556)],[np.float64(0.18888888888888888)],[1],[0],[0],[1.5271479999992152],['target'],29,0,29,0,83.10208779999994,,10,83.08409409999877,83.10208779999994,83.10208779999994,0.0307078999994701,84.61133239999981,[np.float64(0.4305555555555556)],[np.float64(0.18888888888888888)],[1],[0],[0],[1.5271479999992152],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
30,0,30,[np.float64(0.11018518518518519)],[np.float64(-0.35)],[1],[0],[0],[2.051256500000818],['target'],30,0,30,0,84.6429422000001,,5,84.62869049999972,84.6429422000001,84.6429422000001,0.01715370000056282,86.68003469999894,[np.float64(0.11018518518518519)],[np.float64(-0.35)],[1],[0],[0],[2.051256500000818],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
31,0,31,[np.float64(-0.040740740740740744)],[np.float64(-0.3509259259259259)],[1],[0],[0],[1.6506704000003083],['target'],31,0,31,0,86.70916549999856,,5,86.69540369999959,86.70916549999856,86.70916549999856,0.01518450000003213,88.34615800000029,[np.float64(-0.040740740740740744)],[np.float64(-0.3509259259259259)],[1],[0],[0],[1.6506704000003083],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
32,0,32,[np.float64(-0.4148148148148148)],[np.float64(0.2601851851851852)],[1],[0],[0],[4.002640700000484],['target'],32,0,32,0,88.37819759999911,,5,88.36302049999904,88.37819759999911,88.37819759999911,0.016732399999455083,92.36574800000017,[np.float64(-0.4148148148148148)],[np.float64(0.2601851851851852)],[1],[0],[0],[4.002640700000484],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
33,0,33,[np.float64(-0.05648148148148148)],[np.float64(0.2898148148148148)],[1],[0],[0],[4.0776436000014655],['target'],33,0,33,0,92.41346059999887,,10,92.39585179999995,92.41346059999887,92.41346059999887,0.029942600000140374,96.47364469999957,[np.float64(-0.05648148148148148)],[np.float64(0.2898148148148148)],[1],[0],[0],[4.0776436000014655],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
34,0,34,[np.float64(0.1259259259259259)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.9297810000007303],[None],34,0,34,0,96.51776789999894,,5,96.50223039999946,96.51776789999894,96.51776789999894,0.02830049999829498,98.43210029999864,[np.float64(0.1259259259259259)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.9297810000007303],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
35,0,35,[np.float64(-0.3509259259259259)],[np.float64(0.09722222222222222)],[1],[0],[0],[1.7158777000004193],['target'],35,0,35,0,98.46416359999967,,5,98.44954399999915,98.46416359999967,98.46416359999967,0.017305399998804205,100.1654757999986,[np.float64(-0.3509259259259259)],[np.float64(0.09722222222222222)],[1],[0],[0],[1.7158777000004193],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
36,0,36,[np.float64(0.25555555555555554)],[np.float64(0.25092592592592594)],[1],[0],[0],[1.838250099999641],['target'],36,0,36,0,100.18876519999867,,5,100.1788306999988,100.18876519999867,100.18876519999867,0.013254900000902126,102.0171778999993,[np.float64(0.25555555555555554)],[np.float64(0.25092592592592594)],[1],[0],[0],[1.838250099999641],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
37,0,37,[np.float64(0.1787037037037037)],[np.float64(0.287962962962963)],[1],[0],[0],[1.6353492000016558],['target'],37,0,37,0,102.0461540999986,,5,102.03242879999925,102.0461540999986,102.0461540999986,0.01511460000074294,103.66786390000016,[np.float64(0.1787037037037037)],[np.float64(0.287962962962963)],[1],[0],[0],[1.6353492000016558],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
38,0,38,[np.float64(0.35833333333333334)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.3843956000000617],['target'],38,0,38,0,103.69766009999876,,5,103.68357449999894,103.69766009999876,103.69766009999876,0.015575699999317294,105.06804839999859,[np.float64(0.35833333333333334)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.3843956000000617],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
39,0,39,[np.float64(0.046296296296296294)],[np.float64(0.45092592592592595)],[1],[0],[0],[3.186025700000755],['target'],39,0,39,0,105.09430099999918,,5,105.08105249999971,105.09430099999918,105.09430099999918,0.012908700000480167,108.26711299999988,[np.float64(0.046296296296296294)],[np.float64(0.45092592592592595)],[1],[0],[0],[3.186025700000755],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
40,0,40,[np.float64(0.05740740740740741)],[np.float64(-0.15185185185185185)],[1],[0],[0],[1.9142134999983682],['target'],40,0,40,0,108.31146029999945,,10,108.29493459999867,108.31146029999945,108.31146029999945,0.027726000000257045,110.20922819999942,[np.float64(0.05740740740740741)],[np.float64(-0.15185185185185185)],[1],[0],[0],[1.9142134999983682],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
41,0,41,[np.float64(0.275)],[np.float64(-0.25277777777777777)],[1],[0],[0],[2.1186221999996633],['target'],41,0,41,0,110.24680879999869,,10,110.23144779999893,110.24680879999869,110.24680879999869,0.022090899999966496,112.35016149999865,[np.float64(0.275)],[np.float64(-0.25277777777777777)],[1],[0],[0],[2.1186221999996633],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
42,0,42,[np.float64(-0.3824074074074074)],[np.float64(-0.2490740740740741)],[1],[0],[0],[3.16437760000008],['target'],42,0,42,0,112.3966762,,10,112.37922359999902,112.3966762,112.3966762,0.028862400000434718,115.54370969999945,[np.float64(-0.3824074074074074)],[np.float64(-0.2490740740740741)],[1],[0],[0],[3.16437760000008],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
43,0,43,[np.float64(0.38796296296296295)],[np.float64(-0.05092592592592592)],[1],[0],[0],[3.961328200000935],['target'],43,0,43,0,115.59122959999877,,10,115.57262660000015,115.59122959999877,115.59122959999877,0.0287242000013066,119.53410549999899,[np.float64(0.38796296296296295)],[np.float64(-0.05092592592592592)],[1],[0],[0],[3.961328200000935],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
44,0,44,[np.float64(-0.3333333333333333)],[np.float64(-0.14537037037037037)],[1],[0],[0],[2.1842072999988886],['target'],44,0,44,0,119.56414109999969,,5,119.55002609999974,119.56414109999969,119.56414109999969,0.015723399999842513,121.73431999999957,[np.float64(-0.3333333333333333)],[np.float64(-0.14537037037037037)],[1],[0],[0],[2.1842072999988886],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
45,0,45,[np.float64(-0.49722222222222223)],[np.float64(0.2796296296296296)],[1],[0],[0],[2.545002299999396],['target'],45,0,45,0,121.78202769999916,,10,121.76474309999867,121.78202769999916,121.78202769999916,0.03028719999929308,124.3098699000002,[np.float64(-0.49722222222222223)],[np.float64(0.2796296296296296)],[1],[0],[0],[2.545002299999396],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
46,0,46,[np.float64(0.11574074074074074)],[np.float64(0.19907407407407407)],[1],[0],[0],[1.6606215000010707],['target'],46,0,46,0,124.35638440000002,,10,124.34022910000022,124.35638440000002,124.35638440000002,0.030178700000760728,126.00094050000007,[np.float64(0.11574074074074074)],[np.float64(0.19907407407407407)],[1],[0],[0],[1.6606215000010707],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
47,0,47,[np.float64(0.20185185185185187)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.6519639999987703],['target'],47,0,47,0,126.03041200000007,,5,126.01625090000016,126.03041200000007,126.03041200000007,0.015139499999349937,127.66830209999898,[np.float64(0.20185185185185187)],[np.float64(-0.18888888888888888)],[1],[0],[0],[1.6519639999987703],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
48,0,48,[np.float64(-0.42962962962962964)],[np.float64(0.19907407407407407)],[1],[0],[0],[2.401482199999009],['target'],48,0,48,0,127.69936739999866,,5,127.68449209999926,127.69936739999866,127.69936739999866,0.016056399999797577,130.0860593999987,[np.float64(-0.42962962962962964)],[np.float64(0.19907407407407407)],[1],[0],[0],[2.401482199999009],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
49,0,49,[np.float64(-0.06759259259259259)],[np.float64(0.4740740740740741)],[1],[0],[0],[3.096751699999004],['target'],49,0,49,0,130.1335479999998,,10,130.11522119999972,130.1335479999998,130.1335479999998,0.029024999999819556,133.21205980000013,[np.float64(-0.06759259259259259)],[np.float64(0.4740740740740741)],[1],[0],[0],[3.096751699999004],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
50,0,50,[np.float64(0.23333333333333334)],[np.float64(-0.41944444444444445)],[1],[0],[0],[3.9207697000001644],['target'],50,0,50,0,133.26420869999856,,10,133.24805469999956,133.26420869999856,133.26420869999856,0.035489899999447516,137.16891489999944,[np.float64(0.23333333333333334)],[np.float64(-0.41944444444444445)],[1],[0],[0],[3.9207697000001644],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
51,0,51,[np.float64(0.22592592592592592)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.2180461999996623],['target'],51,0,51,0,137.1995513999991,,5,137.18479250000019,137.1995513999991,137.1995513999991,0.01568039999983739,138.402917899999,[np.float64(0.22592592592592592)],[np.float64(-0.31851851851851853)],[1],[0],[0],[1.2180461999996623],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
52,0,52,[np.float64(-0.07777777777777778)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.4501233999999386],['target'],52,0,52,0,138.4333659999993,,5,138.4196293999994,138.4333659999993,138.4333659999993,0.016567799999393173,139.8698672999999,[np.float64(-0.07777777777777778)],[np.float64(-0.12222222222222222)],[1],[0],[0],[1.4501233999999386],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
53,0,53,[np.float64(-0.1388888888888889)],[np.float64(-0.37592592592592594)],[1],[0],[0],[1.5371153000014601],['target'],53,0,53,0,139.90064340000026,,5,139.88561109999864,139.90064340000026,139.90064340000026,0.01558899999872665,141.4228364999999,[np.float64(-0.1388888888888889)],[np.float64(-0.37592592592592594)],[1],[0],[0],[1.5371153000014601],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
54,0,54,[np.float64(-0.20555555555555555)],[np.float64(0.22777777777777777)],[1],[0],[0],[3.117409000000407],['target'],54,0,54,0,141.45132959999864,,5,141.43747729999995,141.45132959999864,141.45132959999864,0.014474700001301244,144.55498719999923,[np.float64(-0.20555555555555555)],[np.float64(0.22777777777777777)],[1],[0],[0],[3.117409000000407],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
55,0,55,[np.float64(-0.20925925925925926)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.8137965999994776],['target'],55,0,55,0,144.60174860000006,,10,144.58407819999957,144.60174860000006,144.60174860000006,0.02895110000099521,146.39796260000003,[np.float64(-0.20925925925925926)],[np.float64(-0.026851851851851852)],[1],[0],[0],[1.8137965999994776],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
