thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
149,0,149,[np.float64(0.1388888888888889)],[np.float64(0.021296296296296296)],[1],[0],[0],[2.395553000000291],['target'],149,0,149,0,333.20754080000006,,10,333.19008869999925,333.20754080000006,333.20754080000006,0.028994399999646703,335.58572939999976,[np.float64(0.1388888888888889)],[np.float64(0.021296296296296296)],[1],[0],[0],[2.395553000000291],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
150,0,150,[np.float64(-0.10555555555555556)],[np.float64(-0.3907407407407407)],[1],[0],[0],[1.9352527000010014],['target'],150,0,150,0,335.6142263999991,,5,335.6009751999991,335.6142263999991,335.6142263999991,0.015085799999724259,337.5363163000002,[np.float64(-0.10555555555555556)],[np.float64(-0.3907407407407407)],[1],[0],[0],[1.9352527000010014],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
151,0,151,[np.float64(0.34444444444444444)],[np.float64(0.30185185185185187)],[1],[0],[0],[2.512243799999851],['target'],151,0,151,0,337.582905199999,,10,337.5656588999991,337.582905199999,337.582905199999,0.029206299999714247,340.0779931999987,[np.float64(0.34444444444444444)],[np.float64(0.30185185185185187)],[1],[0],[0],[2.512243799999851],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
152,0,152,[np.float64(-0.3861111111111111)],[np.float64(-0.04351851851851852)],[1],[0],[0],[2.178773800000272],['target'],152,0,152,0,340.1236928999988,,10,340.1068317999998,340.1236928999988,340.1236928999988,0.02867590000096243,342.28570089999994,[np.float64(-0.3861111111111111)],[np.float64(-0.04351851851851852)],[1],[0],[0],[2.178773800000272],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
153,0,153,[np.float64(0.43148148148148147)],[np.float64(0.4685185185185185)],[1],[0],[0],[1.8512621999998373],[None],153,0,153,0,342.3145819000001,,5,342.3017428999992,342.3145819000001,342.3145819000001,0.0158791999983805,344.15309199999865,[np.float64(0.43148148148148147)],[np.float64(0.4685185185185185)],[1],[0],[0],[1.8512621999998373],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
154,0,154,[np.float64(-0.24351851851851852)],[np.float64(-0.45185185185185184)],[1],[0],[0],[1.4683688999994047],['target'],154,0,154,0,344.1828808999999,,5,344.1696087,344.1828808999999,344.1828808999999,0.016383099999075057,345.6380616999995,[np.float64(-0.24351851851851852)],[np.float64(-0.45185185185185184)],[1],[0],[0],[1.4683688999994047],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
155,0,155,[np.float64(-0.08055555555555556)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.8997219999982917],['target'],155,0,155,0,345.6677645999989,,5,345.65333519999876,345.6677645999989,345.6677645999989,0.015139400000407477,347.5531479000001,[np.float64(-0.08055555555555556)],[np.float64(0.2712962962962963)],[1],[0],[0],[1.8997219999982917],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
156,0,156,[np.float64(0.225)],[np.float64(-0.20185185185185187)],[1],[0],[0],[1.9273764000008669],['target'],156,0,156,0,347.60213250000015,,10,347.58486359999915,347.60213250000015,347.60213250000015,0.03157480000118085,349.5123308000002,[np.float64(0.225)],[np.float64(-0.20185185185185187)],[1],[0],[0],[1.9273764000008669],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
157,0,157,[np.float64(0.15092592592592594)],[np.float64(-0.3537037037037037)],[1],[0],[0],[2.2183650999995734],['target'],157,0,157,0,349.54461809999884,,5,349.5291563999999,349.54461809999884,349.54461809999884,0.016676300001563504,351.74760760000026,[np.float64(0.15092592592592594)],[np.float64(-0.3537037037037037)],[1],[0],[0],[2.2183650999995734],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
158,0,158,[np.float64(0.22870370370370371)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.2462572999993426],['target'],158,0,158,0,351.79410859999916,,10,351.7766260999997,351.79410859999916,351.79410859999916,0.028887599999507074,353.0229731999989,[np.float64(0.22870370370370371)],[np.float64(-0.33240740740740743)],[1],[0],[0],[1.2462572999993426],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
159,0,159,[np.float64(0.08425925925925926)],[np.float64(0.4537037037037037)],[1],[0],[0],[4.950923200000034],['target'],159,0,159,0,353.05307859999994,,5,353.0393652999992,353.05307859999994,353.05307859999994,0.01622280000083265,357.9903732999992,[np.float64(0.08425925925925926)],[np.float64(0.4537037037037037)],[1],[0],[0],[4.950923200000034],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
160,0,160,[np.float64(0.012962962962962963)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.3183171999990009],['target'],160,0,160,0,358.01881030000004,,5,358.00520399999914,358.01881030000004,358.01881030000004,0.014690599999084952,359.3236087999994,[np.float64(0.012962962962962963)],[np.float64(0.22870370370370371)],[1],[0],[0],[1.3183171999990009],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
161,0,161,[np.float64(0.009259259259259259)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.128464299999905],[None],161,0,161,0,359.36956259999897,,10,359.352318199999,359.36956259999897,359.36956259999897,0.028580500000316533,360.4808643999986,[np.float64(0.009259259259259259)],[np.float64(0.016666666666666666)],[1],[0],[0],[1.128464299999905],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
162,0,162,[np.float64(0.30833333333333335)],[np.float64(-0.44722222222222224)],[1],[0],[0],[1.80218689999856],['target'],162,0,162,0,360.51205579999987,,5,360.4969449,360.51205579999987,360.51205579999987,0.015904400001090835,362.29922329999863,[np.float64(0.30833333333333335)],[np.float64(-0.44722222222222224)],[1],[0],[0],[1.80218689999856],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
163,0,163,[np.float64(0.2972222222222222)],[np.float64(0.24814814814814815)],[1],[0],[0],[2.563423099998545],['target'],163,0,163,0,362.34429029999956,,10,362.3272006999996,362.34429029999956,362.34429029999956,0.027845099999467493,364.89071049999984,[np.float64(0.2972222222222222)],[np.float64(0.24814814814814815)],[1],[0],[0],[2.563423099998545],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
164,0,164,[np.float64(0.33055555555555555)],[np.float64(0.13703703703703704)],[1],[0],[0],[0.9861555000006774],['target'],164,0,164,0,364.9197652999992,,5,364.90561159999925,364.9197652999992,364.9197652999992,0.014733400001205155,365.8918711999995,[np.float64(0.33055555555555555)],[np.float64(0.13703703703703704)],[1],[0],[0],[0.9861555000006774],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
165,0,165,[np.float64(-0.2611111111111111)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3187157000011211],['target'],165,0,165,0,365.9215972999991,,5,365.90652729999965,365.9215972999991,365.9215972999991,0.01449779999893508,367.2253325999991,[np.float64(-0.2611111111111111)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3187157000011211],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
166,0,166,[np.float64(0.023148148148148147)],[np.float64(0.4185185185185185)],[1],[0],[0],[2.0119448999994347],['target'],166,0,166,0,367.2726165999993,,10,367.25478739999926,367.2726165999993,367.2726165999993,0.029323599999770522,369.2668199,[np.float64(0.023148148148148147)],[np.float64(0.4185185185185185)],[1],[0],[0],[2.0119448999994347],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
167,0,167,[np.float64(-0.2462962962962963)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.7184568000011495],['target'],167,0,167,0,369.295390199999,,5,369.2820591999989,369.295390199999,369.295390199999,0.015078700000231038,371.000605199999,[np.float64(-0.2462962962962963)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.7184568000011495],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
168,0,168,[np.float64(0.3287037037037037)],[np.float64(0.48055555555555557)],[1],[0],[0],[5.680131600000095],['target'],168,0,168,0,371.0462835999988,,10,371.0284438999988,371.0462835999988,371.0462835999988,0.02770799999962037,376.70866620000015,[np.float64(0.3287037037037037)],[np.float64(0.48055555555555557)],[1],[0],[0],[5.680131600000095],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
169,0,169,[np.float64(0.075)],[np.float64(0.0)],[1],[0],[0],[2.2610394000003],['target'],169,0,169,0,376.7556711999987,,10,376.7386716000001,376.7556711999987,376.7556711999987,0.02985369999987597,378.9998066999997,[np.float64(0.075)],[np.float64(0.0)],[1],[0],[0],[2.2610394000003],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
170,0,170,[np.float64(-0.016666666666666666)],[np.float64(-0.024074074074074074)],[1],[0],[0],[2.399873499998648],[None],170,0,170,0,379.0301901999992,,5,379.01673029999984,379.0301901999992,379.0301901999992,0.016745799999625888,381.4166901999997,[np.float64(-0.016666666666666666)],[np.float64(-0.024074074074074074)],[1],[0],[0],[2.399873499998648],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
171,0,171,[np.float64(0.08981481481481482)],[np.float64(-0.24814814814814815)],[1],[0],[0],[1.968308800000159],['target'],171,0,171,0,381.4454748999997,,5,381.43163540000023,381.4454748999997,381.4454748999997,0.014816499999142252,383.4000305999998,[np.float64(0.08981481481481482)],[np.float64(-0.24814814814814815)],[1],[0],[0],[1.968308800000159],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
172,0,172,[np.float64(-0.16111111111111112)],[np.float64(0.39351851851851855)],[1],[0],[0],[3.080023500000607],['target'],172,0,172,0,383.45099539999865,,10,383.42840950000027,383.45099539999865,383.45099539999865,0.028252799998881528,386.5085325,[np.float64(-0.16111111111111112)],[np.float64(0.39351851851851855)],[1],[0],[0],[3.080023500000607],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
173,0,173,[np.float64(-0.19166666666666668)],[np.float64(0.2)],[1],[0],[0],[2.5782448000009026],['target'],173,0,173,0,386.55723959999887,,10,386.5393236,386.55723959999887,386.55723959999887,0.030614400000558817,389.11765749999904,[np.float64(-0.19166666666666668)],[np.float64(0.2)],[1],[0],[0],[2.5782448000009026],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
174,0,174,[np.float64(0.3212962962962963)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.6007671000006667],['target'],174,0,174,0,389.14628470000025,,5,389.13264569999956,389.14628470000025,389.14628470000025,0.014833000001090113,390.73350109999956,[np.float64(0.3212962962962963)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.6007671000006667],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
175,0,175,[np.float64(-0.2388888888888889)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.9186767999999574],['target'],175,0,175,0,390.7622546999992,,5,390.7486613000001,390.7622546999992,390.7622546999992,0.015029300000605872,392.66742299999896,[np.float64(-0.2388888888888889)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.9186767999999574],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
176,0,176,[np.float64(0.4685185185185185)],[np.float64(0.4388888888888889)],[1],[0],[0],[2.185230999999476],['target'],176,0,176,0,392.69841409999935,,5,392.68374009999934,392.69841409999935,392.69841409999935,0.016182000001208507,394.8690614999996,[np.float64(0.4685185185185185)],[np.float64(0.4388888888888889)],[1],[0],[0],[2.185230999999476],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
177,0,177,[np.float64(-0.33611111111111114)],[np.float64(0.3990740740740741)],[1],[0],[0],[1.8348057999992307],['target'],177,0,177,0,394.89962939999896,,5,394.88488159999906,394.89962939999896,394.89962939999896,0.015711099998952704,396.71977379999953,[np.float64(-0.33611111111111114)],[np.float64(0.3990740740740741)],[1],[0],[0],[1.8348057999992307],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
178,0,178,[np.float64(-0.32407407407407407)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.4290724000002228],['target'],178,0,178,0,396.7671161999988,,10,396.7492076999988,396.7671161999988,396.7671161999988,0.029295800000909367,398.1784042999989,[np.float64(-0.32407407407407407)],[np.float64(0.24166666666666667)],[1],[0],[0],[1.4290724000002228],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
179,0,179,[np.float64(-0.21574074074074073)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.0852163999988989],['target'],179,0,179,0,398.2083513999987,,5,398.1943262999994,398.2083513999987,398.2083513999987,0.01580430000103661,399.2796280999992,[np.float64(-0.21574074074074073)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.0852163999988989],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
180,0,180,[np.float64(0.27314814814814814)],[np.float64(0.10462962962962963)],[1],[0],[0],[1.5003464000001259],['target'],180,0,180,0,399.307851399999,,5,399.29459080000015,399.307851399999,399.307851399999,0.014825399999608635,400.79502689999936,[np.float64(0.27314814814814814)],[np.float64(0.10462962962962963)],[1],[0],[0],[1.5003464000001259],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
181,0,181,[np.float64(-0.43333333333333335)],[np.float64(-0.0824074074074074)],[1],[0],[0],[1.5097710000009101],['target'],181,0,181,0,400.8444867999988,,10,400.8265763999989,400.8444867999988,400.8444867999988,0.031052700000145705,402.3364340999997,[np.float64(-0.43333333333333335)],[np.float64(-0.0824074074074074)],[1],[0],[0],[1.5097710000009101],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
182,0,182,[np.float64(-0.18981481481481483)],[np.float64(0.462037037037037)],[1],[0],[0],[2.763120199999321],['target'],182,0,182,0,402.3830204999995,,10,402.3649967000001,402.3830204999995,402.3830204999995,0.028400700000929646,405.1282145999994,[np.float64(-0.18981481481481483)],[np.float64(0.462037037037037)],[1],[0],[0],[2.763120199999321],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
183,0,183,[np.float64(0.3814814814814815)],[np.float64(0.26851851851851855)],[1],[0],[0],[1.6803206000004138],['target'],183,0,183,0,405.17364519999865,,10,405.15599069999917,405.17364519999865,405.17364519999865,0.027602299998761737,406.8364021999987,[np.float64(0.3814814814814815)],[np.float64(0.26851851851851855)],[1],[0],[0],[1.6803206000004138],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
184,0,184,[np.float64(0.02962962962962963)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.299102999999377],['target'],184,0,184,0,406.8816599999991,,10,406.86384539999926,406.8816599999991,406.8816599999991,0.02727680000134569,409.16303869999865,[np.float64(0.02962962962962963)],[np.float64(-0.4083333333333333)],[1],[0],[0],[2.299102999999377],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
185,0,185,[np.float64(0.08703703703703704)],[np.float64(0.2537037037037037)],[1],[0],[0],[3.9660543000009056],[None],185,0,185,0,409.1924275000001,,5,409.17925300000024,409.1924275000001,409.1924275000001,0.016052500001023873,413.1453805000001,[np.float64(0.08703703703703704)],[np.float64(0.2537037037037037)],[1],[0],[0],[3.9660543000009056],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
186,0,186,[np.float64(0.3416666666666667)],[np.float64(0.08981481481481482)],[1],[0],[0],[2.218405599998732],['target'],186,0,186,0,413.18364699999984,,10,413.1682447000003,413.18364699999984,413.18364699999984,0.022746999999071704,415.38674600000013,[np.float64(0.3416666666666667)],[np.float64(0.08981481481481482)],[1],[0],[0],[2.218405599998732],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
187,0,187,[np.float64(0.04814814814814815)],[np.float64(-0.1935185185185185)],[1],[0],[0],[1.042137399999774],[None],187,0,187,0,415.4373663999995,,10,415.4193903999985,415.4373663999995,415.4373663999995,0.03247449999980745,416.4616219999989,[np.float64(0.04814814814814815)],[np.float64(-0.1935185185185185)],[1],[0],[0],[1.042137399999774],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
188,0,188,[np.float64(0.03611111111111111)],[np.float64(-0.37962962962962965)],[1],[0],[0],[1.4931806999993569],['target'],188,0,188,0,416.5098146,,10,416.49268589999883,416.5098146,416.5098146,0.030825499999991735,417.9859536999993,[np.float64(0.03611111111111111)],[np.float64(-0.37962962962962965)],[1],[0],[0],[1.4931806999993569],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
189,0,189,[np.float64(0.012962962962962963)],[np.float64(0.10555555555555556)],[1],[0],[0],[1.3482597000001988],['target'],189,0,189,0,418.03175199999896,,10,418.0140315999997,418.03175199999896,418.03175199999896,0.027912600000490784,419.362380999999,[np.float64(0.012962962962962963)],[np.float64(0.10555555555555556)],[1],[0],[0],[1.3482597000001988],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
190,0,190,[np.float64(0.2462962962962963)],[np.float64(-0.20185185185185187)],[1],[0],[0],[1.6893167999987782],['target'],190,0,190,0,419.4155976999991,,10,419.39838169999894,419.4155976999991,419.4155976999991,0.03583529999923485,421.08778619999975,[np.float64(0.2462962962962963)],[np.float64(-0.20185185185185187)],[1],[0],[0],[1.6893167999987782],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
191,0,191,[np.float64(0.03796296296296296)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.6002740000003541],['target'],191,0,191,0,421.1165827999994,,5,421.10291940000025,421.1165827999994,421.1165827999994,0.014944900000045891,422.7032782999995,[np.float64(0.03796296296296296)],[np.float64(-0.0712962962962963)],[1],[0],[0],[1.6002740000003541],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
192,0,192,[np.float64(-0.40370370370370373)],[np.float64(-0.43796296296296294)],[1],[0],[0],[3.2768742999996903],['target'],192,0,192,0,422.7519812999999,,10,422.7341046999991,422.7519812999999,422.7519812999999,0.03068630000052508,426.0110730999986,[np.float64(-0.40370370370370373)],[np.float64(-0.43796296296296294)],[1],[0],[0],[3.2768742999996903],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
193,0,193,[np.float64(-0.40370370370370373)],[np.float64(-0.43796296296296294)],[1],[0],[0],[0.26338209999994433],[None],193,0,193,0,426.06065339999986,,10,426.0416262999988,426.06065339999986,426.06065339999986,0.030339200000526034,426.3051022999989,[np.float64(-0.40370370370370373)],[np.float64(-0.43796296296296294)],[1],[0],[0],[0.26338209999994433],[None],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
194,0,194,[np.float64(0.03981481481481482)],[np.float64(0.45555555555555555)],[1],[0],[0],[3.870014000000083],['target'],194,0,194,0,426.3362963999989,,5,426.3215328999995,426.3362963999989,426.3362963999989,0.016247900000962545,430.19165350000003,[np.float64(0.03981481481481482)],[np.float64(0.45555555555555555)],[1],[0],[0],[3.870014000000083],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
195,0,195,[np.float64(-0.2222222222222222)],[np.float64(-0.3425925925925926)],[1],[0],[0],[1.725123000000167],['target'],195,0,195,0,430.24091450000014,,10,430.22240769999917,430.24091450000014,430.24091450000014,0.0306111999998393,431.947619999999,[np.float64(-0.2222222222222222)],[np.float64(-0.3425925925925926)],[1],[0],[0],[1.725123000000167],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
196,0,196,[np.float64(-0.4601851851851852)],[np.float64(-0.39814814814814814)],[1],[0],[0],[2.7033458999994764],['target'],196,0,196,0,431.9763194999996,,5,431.9628469999989,431.9763194999996,431.9763194999996,0.015064699999129516,434.6662977999986,[np.float64(-0.4601851851851852)],[np.float64(-0.39814814814814814)],[1],[0],[0],[2.7033458999994764],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
197,0,197,[np.float64(0.41388888888888886)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.9344015999995463],['target'],197,0,197,0,434.69759819999854,,5,434.6828523999993,434.69759819999854,434.69759819999854,0.016397900000811205,436.61734439999964,[np.float64(0.41388888888888886)],[np.float64(0.26666666666666666)],[1],[0],[0],[1.9344015999995463],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
198,0,198,[np.float64(0.07777777777777778)],[np.float64(-0.4324074074074074)],[1],[0],[0],[1.2862655999997514],['target'],198,0,198,0,436.6464804999996,,5,436.63267129999986,436.6464804999996,436.6464804999996,0.015178499999819905,437.9190368999989,[np.float64(0.07777777777777778)],[np.float64(-0.4324074074074074)],[1],[0],[0],[1.2862655999997514],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
199,0,199,[np.float64(0.12407407407407407)],[np.float64(0.006481481481481481)],[1],[0],[0],[1.3425762000006216],['target'],199,0,199,0,437.9668982000003,,10,437.9492417999991,437.9668982000003,437.9668982000003,0.03005680000023858,439.2919084999994,[np.float64(0.12407407407407407)],[np.float64(0.006481481481481481)],[1],[0],[0],[1.3425762000006216],['target'],4,001,2025-09-29_13h20.42.831,Visual_Search_exp,,2025.1.1,59.701599465872754,2025-09-29 13h20.50.777818 +0530,
