12.2335 	INFO 	Loaded monitor calibration from ['2025_08_12 09:11']
12.2548 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
13.0857 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
13.0858 	INFO 	OpenGL version supported by driver is 4..
13.1798 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000196E66E0FA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000196E66E0F40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000196E6796800>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.1800 	EXP 	window1: backgroundImage = ''
13.1800 	EXP 	window1: backgroundFit = 'none'
13.7574 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.7575 	EXP 	window1: recordFrameIntervals = False
13.9628 	EXP 	window1: recordFrameIntervals = True
14.1459 	EXP 	Screen (0) actual frame rate measured at 60.07Hz
14.1459 	EXP 	window1: recordFrameIntervals = False
14.2110 	INFO 	keyboard.Keyboard is using ptb backend.
14.2112 	INFO 	keyboard.Keyboard is using ptb backend.
14.2113 	EXP 	delay_discounting_exp: status = STARTED
