thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
24,0,24,[np.float64(-0.48333333333333334)],[np.float64(0.4685185185185185)],[1],[0],[0],[4.183182599999782],['target'],24,0,24,0,62.933886200000416,,5,62.920504199999414,62.933886200000416,62.933886200000416,0.01578209999934188,67.1037696000003,[np.float64(-0.48333333333333334)],[np.float64(0.4685185185185185)],[1],[0],[0],[4.183182599999782],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
25,0,25,[np.float64(-0.29907407407407405)],[np.float64(0.049074074074074076)],[1],[0],[0],[2.5451702999998815],['target'],25,0,25,0,67.15061609999975,,10,67.13292519999959,67.15061609999975,67.15061609999975,0.029027900000073714,69.67817669999931,[np.float64(-0.29907407407407405)],[np.float64(0.049074074074074076)],[1],[0],[0],[2.5451702999998815],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
26,0,26,[np.float64(0.41388888888888886)],[np.float64(0.2916666666666667)],[1],[0],[0],[2.3518215000003693],['target'],26,0,26,0,69.70855970000048,,5,69.6942497,69.70855970000048,69.70855970000048,0.015913900000668946,72.04615919999924,[np.float64(0.41388888888888886)],[np.float64(0.2916666666666667)],[1],[0],[0],[2.3518215000003693],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
27,0,27,[np.float64(-0.3888888888888889)],[np.float64(0.15)],[1],[0],[0],[3.057725099999516],['target'],27,0,27,0,72.09773999999925,,10,72.07965080000031,72.09773999999925,72.09773999999925,0.03335789999982808,75.13744459999907,[np.float64(-0.3888888888888889)],[np.float64(0.15)],[1],[0],[0],[3.057725099999516],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
28,0,28,[np.float64(-0.46944444444444444)],[np.float64(0.12962962962962962)],[1],[0],[0],[1.8342001000000892],['target'],28,0,28,0,75.1689310999991,,5,75.15396879999935,75.1689310999991,75.1689310999991,0.01636799999869254,76.9882421000002,[np.float64(-0.46944444444444444)],[np.float64(0.12962962962962962)],[1],[0],[0],[1.8342001000000892],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
29,0,29,[np.float64(0.16574074074074074)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.218399200000931],['target'],29,0,29,0,77.0170304000003,,5,77.00368019999951,77.0170304000003,77.0170304000003,0.015304299999115756,79.22216449999905,[np.float64(0.16574074074074074)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.218399200000931],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
30,0,30,[np.float64(-0.020370370370370372)],[np.float64(0.24722222222222223)],[1],[0],[0],[3.0823528000000806],['target'],30,0,30,0,79.25226599999951,,5,79.23871510000026,79.25226599999951,79.25226599999951,0.016419100000348408,82.32115329999942,[np.float64(-0.020370370370370372)],[np.float64(0.24722222222222223)],[1],[0],[0],[3.0823528000000806],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
31,0,31,[np.float64(0.2953703703703704)],[np.float64(0.11574074074074074)],[1],[0],[0],[2.4128847000010865],['target'],31,0,31,0,82.36895949999962,,10,82.35229609999988,82.36895949999962,82.36895949999962,0.03085830000054557,84.76531070000055,[np.float64(0.2953703703703704)],[np.float64(0.11574074074074074)],[1],[0],[0],[2.4128847000010865],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
32,0,32,[np.float64(-0.23055555555555557)],[np.float64(-0.13703703703703704)],[1],[0],[0],[1.9422909999993863],['target'],32,0,32,0,84.81547080000018,,10,84.79704990000027,84.81547080000018,84.81547080000018,0.03151570000045467,86.73943399999916,[np.float64(-0.23055555555555557)],[np.float64(-0.13703703703703704)],[1],[0],[0],[1.9422909999993863],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
33,0,33,[np.float64(-0.49166666666666664)],[np.float64(-0.3962962962962963)],[1],[0],[0],[2.517475299999205],['target'],33,0,33,0,86.76988109999911,,5,86.75567980000051,86.76988109999911,86.76988109999911,0.016078399999969406,89.27324000000044,[np.float64(-0.49166666666666664)],[np.float64(-0.3962962962962963)],[1],[0],[0],[2.517475299999205],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
34,0,34,[np.float64(-0.48518518518518516)],[np.float64(-0.3296296296296296)],[1],[0],[0],[1.6343615999994654],['target'],34,0,34,0,89.30201839999972,,5,89.2886853,89.30201839999972,89.30201839999972,0.015317199999117292,90.92312610000045,[np.float64(-0.48518518518518516)],[np.float64(-0.3296296296296296)],[1],[0],[0],[1.6343615999994654],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
35,0,35,[np.float64(0.42407407407407405)],[np.float64(-0.1925925925925926)],[1],[0],[0],[1.551137499998731],[None],35,0,35,0,90.95345479999924,,5,90.9393629999995,90.95345479999924,90.95345479999924,0.0161086999996769,92.49058549999972,[np.float64(0.42407407407407405)],[np.float64(-0.1925925925925926)],[1],[0],[0],[1.551137499998731],[None],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
36,0,36,[np.float64(0.27870370370370373)],[np.float64(0.11018518518518519)],[1],[0],[0],[3.785017300000618],['target'],36,0,36,0,92.5214589999996,,5,92.50609880000047,92.5214589999996,92.5214589999996,0.015387199999167933,96.29120069999954,[np.float64(0.27870370370370373)],[np.float64(0.11018518518518519)],[1],[0],[0],[3.785017300000618],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
37,0,37,[np.float64(-0.42685185185185187)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.7469868999996834],['target'],37,0,37,0,96.33842489999915,,10,96.31990889999906,96.33842489999915,96.33842489999915,0.028572500001246226,98.06698189999952,[np.float64(-0.42685185185185187)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.7469868999996834],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
38,0,38,[np.float64(0.225)],[np.float64(0.34629629629629627)],[1],[0],[0],[1.3671920000015234],['target'],38,0,38,0,98.0976873999989,,5,98.08326839999972,98.0976873999989,98.0976873999989,0.016117299999677925,99.45054390000041,[np.float64(0.225)],[np.float64(0.34629629629629627)],[1],[0],[0],[1.3671920000015234],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
39,0,39,[np.float64(-0.021296296296296296)],[np.float64(0.27685185185185185)],[1],[0],[0],[1.7093266000010772],['target'],39,0,39,0,99.49973859999955,,10,99.48207609999918,99.49973859999955,99.49973859999955,0.0313929999992979,101.1914928999995,[np.float64(-0.021296296296296296)],[np.float64(0.27685185185185185)],[1],[0],[0],[1.7093266000010772],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
40,0,40,[np.float64(-0.4305555555555556)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.6016278000006423],['target'],40,0,40,0,101.22108540000045,,5,101.2075547000004,101.22108540000045,101.22108540000045,0.015883399999438552,102.80926729999919,[np.float64(-0.4305555555555556)],[np.float64(0.13796296296296295)],[1],[0],[0],[1.6016278000006423],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
41,0,41,[np.float64(0.07962962962962963)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.5681023000015557],['target'],41,0,41,0,102.8401161999991,,5,102.8255251999999,102.8401161999991,102.8401161999991,0.01612550000027113,104.39371380000011,[np.float64(0.07962962962962963)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.5681023000015557],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
42,0,42,[np.float64(0.20462962962962963)],[np.float64(-0.049074074074074076)],[1],[0],[0],[2.400327900000775],['target'],42,0,42,0,104.42278619999888,,5,104.40899229999923,104.42278619999888,104.42278619999888,0.015135699999518692,106.80940499999997,[np.float64(0.20462962962962963)],[np.float64(-0.049074074074074076)],[1],[0],[0],[2.400327900000775],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
43,0,43,[np.float64(0.017592592592592594)],[np.float64(-0.2212962962962963)],[1],[0],[0],[2.6800232999994478],['target'],43,0,43,0,106.85606349999944,,10,106.83891550000044,106.85606349999944,106.85606349999944,0.029381300000750343,109.51901989999897,[np.float64(0.017592592592592594)],[np.float64(-0.2212962962962963)],[1],[0],[0],[2.6800232999994478],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
44,0,44,[np.float64(0.2462962962962963)],[np.float64(-0.387037037037037)],[1],[0],[0],[4.07396080000035],['target'],44,0,44,0,109.5699356999994,,10,109.55294420000064,109.5699356999994,109.5699356999994,0.03376899999966554,113.62702559999889,[np.float64(0.2462962962962963)],[np.float64(-0.387037037037037)],[1],[0],[0],[4.07396080000035],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
45,0,45,[np.float64(-0.36203703703703705)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.2336967999999615],['target'],45,0,45,0,113.65704860000005,,5,113.64347599999928,113.65704860000005,113.65704860000005,0.01627869999902032,115.87725409999985,[np.float64(-0.36203703703703705)],[np.float64(-0.21574074074074073)],[1],[0],[0],[2.2336967999999615],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
46,0,46,[np.float64(-0.4083333333333333)],[np.float64(0.22407407407407406)],[1],[0],[0],[3.1288519999998243],['target'],46,0,46,0,115.92442560000018,,10,115.90686789999927,115.92442560000018,115.92442560000018,0.029492300000129035,119.0358054999997,[np.float64(-0.4083333333333333)],[np.float64(0.22407407407407406)],[1],[0],[0],[3.1288519999998243],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
47,0,47,[np.float64(0.1175925925925926)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.766789899998912],[None],47,0,47,0,119.06530629999907,,5,119.05225679999967,119.06530629999907,119.06530629999907,0.016284500001347624,120.81912869999906,[np.float64(0.1175925925925926)],[np.float64(0.2388888888888889)],[1],[0],[0],[1.766789899998912],[None],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
48,0,48,[np.float64(0.10740740740740741)],[np.float64(-0.3351851851851852)],[1],[0],[0],[1.6841041999996378],['target'],48,0,48,0,120.84863199999927,,5,120.8355346999997,120.84863199999927,120.84863199999927,0.01627580000058515,122.51972109999951,[np.float64(0.10740740740740741)],[np.float64(-0.3351851851851852)],[1],[0],[0],[1.6841041999996378],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
49,0,49,[np.float64(-0.28055555555555556)],[np.float64(0.4101851851851852)],[1],[0],[0],[1.8676507000000129],['target'],49,0,49,0,122.54981550000048,,5,122.53562369999963,122.54981550000048,122.54981550000048,0.01576509999904374,124.40335899999991,[np.float64(-0.28055555555555556)],[np.float64(0.4101851851851852)],[1],[0],[0],[1.8676507000000129],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
50,0,50,[np.float64(0.48333333333333334)],[np.float64(-0.17407407407407408)],[1],[0],[0],[1.946945700001379],[None],50,0,50,0,124.4488779000003,,10,124.4316060000001,124.4488779000003,124.4488779000003,0.028118700000050012,126.37875679999888,[np.float64(0.48333333333333334)],[np.float64(-0.17407407407407408)],[1],[0],[0],[1.946945700001379],[None],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
51,0,51,[np.float64(0.49722222222222223)],[np.float64(-0.41759259259259257)],[1],[0],[0],[2.20714179999959],['target'],51,0,51,0,126.42870829999993,,10,126.41307659999984,126.42870829999993,126.42870829999993,0.034019000000625965,128.62031810000008,[np.float64(0.49722222222222223)],[np.float64(-0.41759259259259257)],[1],[0],[0],[2.20714179999959],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
52,0,52,[np.float64(-0.25092592592592594)],[np.float64(-0.20462962962962963)],[1],[0],[0],[3.7114644999983284],['target'],52,0,52,0,128.6697753999997,,10,128.65199310000025,128.6697753999997,128.6697753999997,0.03149990000019898,132.3635493999991,[np.float64(-0.25092592592592594)],[np.float64(-0.20462962962962963)],[1],[0],[0],[3.7114644999983284],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
53,0,53,[np.float64(0.06759259259259259)],[np.float64(0.3814814814814815)],[1],[0],[0],[2.24363269999958],['target'],53,0,53,0,132.41151059999902,,10,132.3934539999991,132.41151059999902,132.41151059999902,0.029708099998970283,134.63717279999946,[np.float64(0.06759259259259259)],[np.float64(0.3814814814814815)],[1],[0],[0],[2.24363269999958],['target'],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
54,0,54,[np.float64(-0.5074074074074074)],[np.float64(-0.28055555555555556)],[1],[0],[0],[1.3111989999997604],[None],54,0,54,0,134.68512069999997,,10,134.66758730000038,134.68512069999997,134.68512069999997,0.030246899999838206,135.97887249999985,[np.float64(-0.5074074074074074)],[np.float64(-0.28055555555555556)],[1],[0],[0],[1.3111989999997604],[None],5,001,2025-09-29_13h29.04.416,Visual_Search_exp,,2025.1.1,60.45342486760366,2025-09-29 13h29.12.569729 +0530,
