cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
→,-0.5,invalid,left,9,9,0,right,0,0.3189628999971319,None,0,9,9,8,29.47057489999861,,,,,,,,,29.455813599997782,29.47057489999861,29.95370379999804,29.95370379999804,30.254495300003327,30.55483209999511,30.55483209999511,30.887839300004998,right,0,0.3189628999971319,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,10,0,1,left,1,1.1229434999986552,None,1,0,10,5,30.905263799999375,,,,,,,,,30.89001560000179,30.905263799999375,31.387866300006863,31.387866300006863,31.68775270000333,31.987766599995666,31.987766599995666,33.12120069999946,left,1,1.1229434999986552,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,11,1,1,right,1,0.27865140000358224,None,1,1,11,7,33.136817000005976,,,,,,,,,33.12284140000702,33.136817000005976,33.636886399996,33.636886399996,33.93672169999627,34.237850200006505,34.237850200006505,34.52108570000564,right,1,0.27865140000358224,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,12,2,1,right,0,0.09818100000848062,None,1,2,12,8,34.53682999999728,,,,,,,,,34.521408400003565,34.53682999999728,35.02080240000214,35.02080240000214,35.32071509999514,35.62105940000038,35.62105940000038,35.721203900000546,right,0,0.09818100000848062,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,13,3,1,right,1,1.126968399999896,None,1,3,13,9,35.73674019999453,,,,,,,,,35.722808599995915,35.73674019999453,36.221028100000694,36.221028100000694,36.522288299995125,36.821111900004325,36.821111900004325,37.95662359999551,right,1,1.126968399999896,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,14,4,1,left,1,0.9504443000041647,None,1,4,14,6,37.971136399995885,,,,,,,,,37.95740389999992,37.971136399995885,38.47247540000535,38.47247540000535,38.755353400003514,39.07217579999997,39.07217579999997,40.03853989999334,left,1,0.9504443000041647,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,15,5,1,left,1,0.8310549000016181,None,1,5,15,4,40.05583630000183,,,,,,,,,40.039031099993736,40.05583630000183,40.538164400000824,40.538164400000824,40.83913009999378,41.139360800007125,41.139360800007125,41.97275390000141,left,1,0.8310549000016181,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,16,6,1,right,1,0.5766448000067612,None,1,6,16,0,41.988286899999366,,,,,,,,,41.97571430000244,41.988286899999366,42.489303700000164,42.489303700000164,42.78919080000196,43.07290549999743,43.07290549999743,43.65673190000234,right,1,0.5766448000067612,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,17,7,1,left,1,0.5040960000042105,None,1,7,17,1,43.670369900006335,,,,,,,,,43.65931210000417,43.670369900006335,44.17245290000574,44.17245290000574,44.47262440000486,44.77232319999894,44.77232319999894,45.2885563000018,left,1,0.5040960000042105,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,18,8,1,right,1,0.7606299000035506,None,1,8,18,2,45.305012500000885,,,,,,,,,45.290769100000034,45.305012500000885,45.788848700001836,45.788848700001836,46.08932040000218,46.38896470000327,46.38896470000327,47.15540659999533,right,1,0.7606299000035506,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,19,9,1,right,1,0.603727900001104,None,1,9,19,3,47.1706273000018,,,,,,,,,47.15587430000596,47.1706273000018,47.655859000005876,47.655859000005876,47.95550480000384,48.27250510000158,48.27250510000158,48.889214199996786,right,1,0.603727900001104,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,20,0,2,right,1,0.6112177000031807,None,2,0,20,0,48.9049543000001,,,,,,,,,48.889704700006405,48.9049543000001,49.38871990000189,49.38871990000189,49.688662200002,49.98817460000282,49.98817460000282,50.60575560000143,right,1,0.6112177000031807,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,21,1,2,left,1,0.8730591000057757,None,2,1,21,8,50.62096719999681,,,,,,,,,50.6062743000075,50.62096719999681,51.1223214000056,51.1223214000056,51.40574050000578,51.70575930000632,51.70575930000632,52.58877420000499,left,1,0.8730591000057757,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,22,2,2,right,1,0.9616171999950893,None,2,2,22,2,52.60483529999328,,,,,,,,,52.58924620000471,52.60483529999328,53.08921619999455,53.08921619999455,53.38865330000408,53.68913420000172,53.68913420000172,54.65521019999869,right,1,0.9616171999950893,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,23,3,2,left,1,0.5324706999963382,None,2,3,23,5,54.67163870000513,,,,,,,,,54.657469600002514,54.67163870000513,55.15609859999677,55.15609859999677,55.456039800003055,55.75671010000224,55.75671010000224,56.30607590000727,left,1,0.5324706999963382,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,24,4,2,right,1,0.6639394999947399,None,2,4,24,3,56.32263629999943,,,,,,,,,56.308587399995304,56.32263629999943,56.804985099995974,56.804985099995974,57.10597200000484,57.404890200006776,57.404890200006776,58.07201499999792,right,1,0.6639394999947399,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,25,5,2,right,1,0.6923977999977069,None,2,5,25,7,58.088426200003596,,,,,,,,,58.07247709999501,58.088426200003596,58.58914450000157,58.58914450000157,58.87169109999377,59.17269770000712,59.17269770000712,59.87245779999648,right,1,0.6923977999977069,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,26,6,2,left,1,0.5582820999989053,None,2,6,26,1,59.88800019999326,,,,,,,,,59.87459520000266,59.88800019999326,60.37255129999539,60.37255129999539,60.67292060000182,60.97274159999506,60.97274159999506,61.53961249999702,left,1,0.5582820999989053,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,27,7,2,left,1,0.4305451000109315,None,2,7,27,4,61.555062900006305,,,,,,,,,61.54007210000418,61.555062900006305,62.03893789999711,62.03893789999711,62.33952550000686,62.63962200000242,62.63962200000242,63.072124500002246,left,1,0.4305451000109315,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,28,8,2,left,1,0.5183461999986321,None,2,8,28,6,63.08849080000073,,,,,,,,,63.07257340000069,63.08849080000073,63.57282620000478,63.57282620000478,63.87294430000475,64.1732958000066,64.1732958000066,64.7060644000012,left,1,0.5183461999986321,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,29,9,2,right,1,1.3598136000073282,None,2,9,29,9,64.72104059999401,,,,,,,,,64.70652779999364,64.72104059999401,65.20622680000088,65.20622680000088,65.50732420000713,65.82277840000461,65.82277840000461,67.19052139999985,right,1,1.3598136000073282,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,30,0,3,left,1,0.6634896000032313,None,3,0,30,1,67.20520510000642,,,,,,,,,67.19116339999891,67.20520510000642,67.70608780000475,67.70608780000475,68.00601749999623,68.30559030000586,68.30559030000586,68.9731380000012,left,1,0.6634896000032313,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,31,1,3,left,1,0.33013930000015534,None,3,1,31,5,68.98802720000094,,,,,,,,,68.97366770000372,68.98802720000094,69.4730203999934,69.4730203999934,69.77313489999506,70.07281589999911,70.07281589999911,70.40518400000292,left,1,0.33013930000015534,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,32,2,3,left,1,1.3908782999933464,None,3,2,32,8,70.4219288000022,,,,,,,,,70.4076422000071,70.4219288000022,70.90651000000071,70.90651000000071,71.2065808000043,71.5048220000026,71.5048220000026,72.90622069999517,left,1,1.3908782999933464,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,33,3,3,right,1,0.33882160000212025,None,3,3,33,2,72.9217295999988,,,,,,,,,72.90669610000623,72.9217295999988,73.4057310000062,73.4057310000062,73.7231693000067,74.00670379999792,74.00670379999792,74.35623499999929,right,1,0.33882160000212025,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,34,4,3,left,1,0.252930100003141,None,3,4,34,4,74.3733074000047,,,,,,,,,74.35841220000293,74.3733074000047,74.85720909999509,74.85720909999509,75.15595289999328,75.45478319999529,75.45478319999529,75.72164639999392,left,1,0.252930100003141,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,35,5,3,right,1,1.5914908999984618,None,3,5,35,9,75.73878519999562,,,,,,,,,75.72231670000474,75.73878519999562,76.22317880000628,76.22317880000628,76.52274800000305,76.82309669999813,76.82309669999813,78.42359649999707,right,1,1.5914908999984618,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,36,6,3,right,1,0.49133099999744445,None,3,6,36,3,78.43795639999735,,,,,,,,,78.42600399999355,78.43795639999735,78.92295380000724,78.92295380000724,79.22334399999818,79.52304129999538,79.52304129999538,80.02258580000489,right,1,0.49133099999744445,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,37,7,3,right,1,0.36934289999771863,None,3,7,37,0,80.0392858999985,,,,,,,,,80.02306029999454,80.0392858999985,80.52277959999628,80.52277959999628,80.8224615999934,81.12236490000214,81.12236490000214,81.50721009999688,right,1,0.36934289999771863,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,38,8,3,left,1,0.2777332999976352,None,3,8,38,6,81.52202689999831,,,,,,,,,81.50998570000229,81.52202689999831,82.00626130000455,82.00626130000455,82.32293540000683,82.6064267000038,82.6064267000038,82.8894508999947,left,1,0.2777332999976352,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,39,9,3,right,1,0.5449732999986736,None,3,9,39,7,82.9056566000072,,,,,,,,,82.89254139999684,82.9056566000072,83.38992630000575,83.38992630000575,83.70453329999873,83.98893269999826,83.98893269999826,84.53938430000562,right,1,0.5449732999986736,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,40,0,4,left,1,0.5201973999937763,None,4,0,40,4,84.55563750000147,,,,,,,,,84.54160179999599,84.55563750000147,85.0396699999983,85.0396699999983,85.33927749999566,85.63798929999757,85.63798929999757,86.17237559999921,left,1,0.5201973999937763,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,41,1,4,left,1,0.9818597999983467,None,4,1,41,6,86.18851110000105,,,,,,,,,86.17299679999996,86.18851110000105,86.67201160000695,86.67201160000695,86.97212279999803,87.28776099999959,87.28776099999959,88.27275220000593,left,1,0.9818597999983467,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,42,2,4,left,1,0.5600337000068976,None,4,2,42,1,88.28998230000434,,,,,,,,,88.27316199999768,88.28998230000434,88.77212750000763,88.77212750000763,89.07325750000018,89.37371539999731,89.37371539999731,89.93951660000312,left,1,0.5600337000068976,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,43,3,4,right,1,1.2898256999906152,None,4,3,43,9,89.95553540000401,,,,,,,,,89.94003050000174,89.95553540000401,90.4382168000011,90.4382168000011,90.73854469999787,91.05522080000082,91.05522080000082,92.3559443999984,right,1,1.2898256999906152,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,44,4,4,right,1,0.5084425999957602,None,4,4,44,0,92.37325259999488,,,,,,,,,92.35904900000605,92.37325259999488,92.85679829999572,92.85679829999572,93.15647139999783,93.47364300000481,93.47364300000481,93.99049110000487,right,1,0.5084425999957602,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,45,5,4,left,1,0.4604763999959687,None,4,5,45,5,94.00576949999959,,,,,,,,,93.99291319999611,94.00576949999959,94.5067321999959,94.5067321999959,94.7899885999941,95.09001040000294,95.09001040000294,95.55621450000035,left,1,0.4604763999959687,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,46,6,4,left,1,1.4745171000104165,None,4,6,46,8,95.57338549999986,,,,,,,,,95.55840039999748,95.57338549999986,96.05526629999804,96.05526629999804,96.3569298999937,96.65488550000009,96.65488550000009,98.13908979999542,left,1,1.4745171000104165,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,47,7,4,right,1,0.29561260000627954,None,4,7,47,3,98.15562710000086,,,,,,,,,98.13962580000225,98.15562710000086,98.64015520000248,98.64015520000248,98.93842099999893,99.24011460000474,99.24011460000474,99.5402885999938,right,1,0.29561260000627954,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,48,8,4,right,1,0.4193319000041811,None,4,8,48,2,99.5553496000066,,,,,,,,,99.54080909999902,99.5553496000066,100.05579650000436,100.05579650000436,100.33973979999428,100.63987359999737,100.63987359999737,101.0726954999991,right,1,0.4193319000041811,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,49,9,4,right,1,0.12388459999056067,None,4,9,49,7,101.08844659999886,,,,,,,,,101.07332270000188,101.08844659999886,101.57261190000281,101.57261190000281,101.87335979999625,102.17317419999745,102.17317419999745,102.30707350000739,right,1,0.12388459999056067,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,50,0,5,left,1,0.8167331000004197,None,5,0,50,5,102.32338630000595,,,,,,,,,102.30925869999919,102.32338630000595,102.80856350000249,102.80856350000249,103.1057884000038,103.40597520000301,103.40597520000301,104.23928069999965,left,1,0.8167331000004197,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,51,1,5,left,1,0.3165315000078408,None,5,1,51,6,104.2566211999947,,,,,,,,,104.23974970000563,104.2566211999947,104.73959359999571,104.73959359999571,105.04016109999793,105.34035820000281,105.34035820000281,105.67307429999346,left,1,0.3165315000078408,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,52,2,5,left,1,0.2948470000119414,None,5,2,52,4,105.68922489999386,,,,,,,,,105.67371259999345,105.68922489999386,106.17308320000302,106.17308320000302,106.48884419999376,106.77303379999648,106.77303379999648,107.07240560000355,left,1,0.2948470000119414,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,53,3,5,right,1,0.513628399989102,None,5,3,53,7,107.0889196000062,,,,,,,,,107.07500460000301,107.0889196000062,107.57309590000659,107.57309590000659,107.87325330000021,108.17266579999705,108.17266579999705,108.68981019999774,right,1,0.513628399989102,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,54,4,5,right,1,0.2383138000004692,None,5,4,54,0,108.70529019999958,,,,,,,,,108.69039649999468,108.70529019999958,109.19033179999678,109.19033179999678,109.48964889999479,109.78894810000202,109.78894810000202,110.0408868999948,right,1,0.2383138000004692,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,55,5,5,right,1,0.226666300004581,None,5,5,55,2,110.056227699999,,,,,,,,,110.0415828999976,110.056227699999,110.54049210000085,110.54049210000085,110.84081530000549,111.14107120000699,111.14107120000699,111.37419950000185,right,1,0.226666300004581,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,56,6,5,left,1,1.2579302999947686,None,5,6,56,8,111.38862840000365,,,,,,,,,111.37472140000318,111.38862840000365,111.87214049999602,111.87214049999602,112.17347170000721,112.49035940000613,112.49035940000613,113.75674070000241,left,1,1.2579302999947686,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,57,7,5,left,1,0.3560676000051899,None,5,7,57,1,113.77362589999393,,,,,,,,,113.75893710000673,113.77362589999393,114.25705670000752,114.25705670000752,114.55681720000575,114.85657020000508,114.85657020000508,115.22364169999491,left,1,0.3560676000051899,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,58,8,5,right,1,0.46064049999404233,None,5,8,58,3,115.2388559999963,,,,,,,,,115.2257818000071,115.2388559999963,115.72247819999757,115.72247819999757,116.02374069999496,116.3401584999956,116.3401584999956,116.80588679999346,right,1,0.46064049999404233,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,59,9,5,right,1,1.2506181000062497,None,5,9,59,9,116.82252339999832,,,,,,,,,116.80847089999588,116.82252339999832,117.30699800000002,117.30699800000002,117.60573890000524,117.90689080000448,117.90689080000448,119.17368730000453,right,1,1.2506181000062497,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,60,0,6,left,1,0.387810799991712,None,6,0,60,6,119.19043560000136,,,,,,,,,119.17414240000653,119.19043560000136,119.67359819999547,119.67359819999547,119.97373230000085,120.27450220000173,120.27450220000173,120.67290330000105,left,1,0.387810799991712,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,61,1,6,right,1,0.2526990000042133,None,6,1,61,7,120.68948749999981,,,,,,,,,120.67509200000495,120.68948749999981,121.17394310000236,121.17394310000236,121.47323990000586,121.7731219999987,121.7731219999987,122.0404736000055,right,1,0.2526990000042133,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,0.5,invalid,right,62,2,6,right,1,1.7971103000018047,None,6,2,62,9,122.05721129999438,,,,,,,,,122.04270700000052,122.05721129999438,122.54065500000434,122.54065500000434,122.84046269999817,123.14054809999652,123.14054809999652,124.94050140000763,right,1,1.7971103000018047,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,63,3,6,right,1,1.2653563000058057,None,6,3,63,0,124.95578129999922,,,,,,,,,124.94279499999539,124.95578129999922,125.44066510000266,125.44066510000266,125.74053890000505,126.05655350000598,126.05655350000598,127.32394089999434,right,1,1.2653563000058057,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,64,4,6,left,1,0.456618600001093,None,6,4,64,5,127.3396453000023,,,,,,,,,127.32638929999666,127.3396453000023,127.82364940000116,127.82364940000116,128.1405248999945,128.42429749999428,128.42429749999428,128.89144320000196,left,1,0.456618600001093,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,65,5,6,right,1,0.6342405000032159,None,6,5,65,2,128.90539210000134,,,,,,,,,128.89383559999987,128.90539210000134,129.4067509000015,129.4067509000015,129.6908781999955,129.9907574999961,129.9907574999961,130.64025690000562,right,1,0.6342405000032159,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,66,6,6,left,1,0.9595157000003383,None,6,6,66,1,130.65671080000175,,,,,,,,,130.6424646999949,130.65671080000175,131.1410431999975,131.1410431999975,131.44027839999762,131.74051790000522,131.74051790000522,132.70681750000222,left,1,0.9595157000003383,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,67,7,6,left,1,1.4971737999876495,None,6,7,67,8,132.72272229999362,,,,,,,,,132.7099051999976,132.72272229999362,133.2076010000019,133.2076010000019,133.5071300999989,133.80551869999908,133.80551869999908,135.30821879999712,left,1,1.4971737999876495,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,68,8,6,right,1,0.31819379999069497,None,6,8,68,3,135.32268250000197,,,,,,,,,135.30894580000313,135.32268250000197,135.82829710000078,135.82829710000078,136.10692770000605,136.4235711999936,136.4235711999936,136.7566977999959,right,1,0.31819379999069497,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,69,9,6,left,1,0.44449220001115464,None,6,9,69,4,136.77377830000478,,,,,,,,,136.75890800000343,136.77377830000478,137.2572164000012,137.2572164000012,137.55725939999684,137.85743550000188,137.85743550000188,138.30731040000683,left,1,0.44449220001115464,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,-0.5,invalid,left,70,0,7,left,1,1.4765569000010146,None,7,0,70,8,138.32297170000675,,,,,,,,,138.30978890000551,138.32297170000675,138.80782410000393,138.80782410000393,139.10709849999694,139.40741850000632,139.40741850000632,140.89037930000632,left,1,1.4765569000010146,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,71,1,7,right,1,0.342042100004619,None,7,1,71,2,140.90566370000306,,,,,,,,,140.89083230000688,140.90566370000306,141.39044370000192,141.39044370000192,141.69000089999463,141.99089499999536,141.99089499999536,142.34066509999684,right,1,0.342042100004619,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,72,2,7,left,1,0.44223559999954887,None,7,2,72,4,142.35588689999713,,,,,,,,,142.34285760000057,142.35588689999713,142.8409806999989,142.8409806999989,143.1398504999961,143.44060980000359,143.44060980000359,143.89002439999604,left,1,0.44223559999954887,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
←,-0.5,valid,left,73,3,7,left,1,0.4456572000053711,None,7,3,73,5,143.90647279999394,,,,,,,,,143.89063939999323,143.90647279999394,144.3911037999933,144.3911037999933,144.69039610000618,144.98900260000664,144.98900260000664,145.4418469999946,left,1,0.4456572000053711,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
→,0.5,valid,right,74,4,7,right,1,0.44109490000118967,None,7,4,74,3,145.45585729999584,,,,,,,,,145.44435079999676,145.45585729999584,145.94101939999382,145.94101939999382,146.24072549999983,146.557581999994,146.557581999994,147.0071980000066,right,1,0.44109490000118967,None,,,,,01,001,2025-11-14_19h53.20.016,cueing_task_exp,,2025.1.1,59.7863713364382,2025-11-14 19h53.27.332117 +0530,
